Location,Region,species abbreviation,species,genus,family,fish ID,run,lane,size (BL),size (TL),stage,Ucrit (cm/s),cohort date,measurement date,temperature ,publication,Total Lateral area (mm²),Propulsive Area (mm²,Museum collection event,Comment,,,note to Becky
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.2,,,10,,postflex,20,,11/05/2004,27.8,Leis et al 2006,49.5,29.3,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.4,,,9,,postflex,22.4,,11/05/2004,27.8,Leis et al 2006,37.6,21.3,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.6,,,9.5,,postflex,16.5,,11/05/2004,27.8,Leis et al 2006,44.4,25.4,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.8,,,9,,postflex,15,,11/05/2004,27.8,Leis et al 2006,41.6,24.6,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.10,,,9,,postflex,17.5,,11/05/2004,27.8,Leis et al 2006,42.7,24.7,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.12,,,10.5,,postflex,8.5,,11/05/2004,27.8,Leis et al 2006,52,33.6,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.26,,,10.5,,postflex,22.7,,11/05/2004,28.4,Leis et al 2006,57,33.9,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.28,,,11,,postflex,26.4,,11/05/2004,28.4,Leis et al 2006,63.9,36.4,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.30,,,8.5,,postflex,12.8,,11/05/2004,28.4,Leis et al 2006,40,21.7,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.32,,,13,,postflex,22.4,,11/05/2004,28.4,Leis et al 2006,81,49,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.34,,,8.5,,postflex,20,,11/05/2004,28.4,Leis et al 2006,41,22.3,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/11.5.36,,,9,,postflex,17.5,,11/05/2004,28.4,Leis et al 2006,42.9,28.7,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/13.5.1,,,9.5,,postflex,12.5,,13/05/2004,28.7,Leis et al 2006,42,24.1,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/13.5.3,,,10,,postflex,18,,13/05/2004,28.7,Leis et al 2006,45.8,26,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/13.5.5,,,9,,postflex,19.7,,13/05/2004,28.7,Leis et al 2006,28.3,27,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/13.5.7,,,8,,postflex,15,,13/05/2004,28.7,Leis et al 2006,35,21,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/13.5.9,,,9,,postflex,18,,13/05/2004,28.7,Leis et al 2006,43,26.4,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/13.5.11,,,9.5,,postflex,13.3,,13/05/2004,28.7,Leis et al 2006,45,26,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.13,,,12.5,,postflex,18.2,,14/05/2004,28.2,Leis et al 2006,71.9,41.3,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.15,,,13,,postflex,22.4,,14/05/2004,28.2,Leis et al 2006,80,46,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.17,,,13.5,,postflex,20.8,,14/05/2004,28.2,Leis et al 2006,83.4,46.6,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.19,,,13.5,,postflex,26.9,,14/05/2004,28.2,Leis et al 2006,95,58,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.21,,,12.5,,postflex,27.2,,14/05/2004,28.2,Leis et al 2006,88.6,52.3,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.23,,,15,,postflex,24,,14/05/2004,28.2,Leis et al 2006,104,60.9,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.25,,,12.5,,postflex,22.1,,14/05/2004,27.8,Leis et al 2006,76.9,46,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.27,,,14,,postflex,33.7,,14/05/2004,27.8,Leis et al 2006,84.7,52.2,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.29,,,12.5,,postflex,22.1,,14/05/2004,27.8,Leis et al 2006,86,52.6,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.31,,,12.5,,postflex,24.8,,14/05/2004,27.8,Leis et al 2006,92,55.3,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.33,,,14.5,,postflex,28.5,,14/05/2004,27.8,Leis et al 2006,111,65.8,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.35,,,14.5,,postflex,26.7,,14/05/2004,27.8,Leis et al 2006,112,65.5,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.37,,,12,,postflex,35.4,,14/05/2004,28.7,Leis et al 2006,84,48.8,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.39,,,11,,postflex,19.3,,14/05/2004,28.7,Leis et al 2006,69,43,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.41,,,10,,postflex,11.7,,14/05/2004,28.7,Leis et al 2006,63.6,36.8,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.43,,,12,,postflex,20.5,,14/05/2004,28.7,Leis et al 2006,80.7,46.7,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.45,,,13.5,,postflex,20.5,,14/05/2004,28.7,Leis et al 2006,92.1,58,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/14.5.47,,,12.5,,postflex,21.5,,14/05/2004,28.7,Leis et al 2006,92.2,55.4,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.11,,,14,,postflex,35.8,,19/05/2004,28,Leis et al 2006,118.9,63.7,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.19,,,16.5,,postflex,36.5,,19/05/2004,28,Leis et al 2006,134,80.7,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.20,,,10.5,,postflex,19,,19/05/2004,28,Leis et al 2006,63,39.7,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.21,,,15.5,,postflex,36.5,,19/05/2004,28,Leis et al 2006,123.5,73,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.22,,,12,,postflex,26.7,,19/05/2004,28,Leis et al 2006,69.5,43,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.23,,,16.5,,postflex,28.9,,19/05/2004,28,Leis et al 2006,139,82.2,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.24,,,12,,postflex,26.7,,19/05/2004,28,Leis et al 2006,81.9,46,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/20.5.1,,,12,,postflex,8.2,,20/05/2004,28.2,Leis et al 2006,76,40.7,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/20.5.3,,,11.5,,postflex,17.7,,20/05/2004,28.2,Leis et al 2006,72.3,41.8,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/20.5.5,,,12,,postflex,12.3,,20/05/2004,28.2,Leis et al 2006,73.6,40.5,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/20.5.7,,,11.5,,postflex,17.7,,20/05/2004,28.2,Leis et al 2006,80,45,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/20.5.9,,,10.5,,postflex,12.3,,20/05/2004,28.2,Leis et al 2006,65.9,38,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/20.5.11,,,11.5,,postflex,15,,20/05/2004,28.2,Leis et al 2006,74.3,41,I.43435,,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.7,,,13,,postflex,39.7,,19/05/2004,28,Leis et al 2006,114,72.6,I.43435,outswam chamber,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.9,,,15,,postflex,39.7,,19/05/2004,28,Leis et al 2006,123,75,I.43435,outswam chamber,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.13,,,13.5,,postflex,39.7,,19/05/2004,28,Leis et al 2006,110.8,63,I.43435,outswam chamber,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.15,,,13.5,,postflex,36.6,,19/05/2004,28,Leis et al 2006,109,62.7,I.43435,half of lanes closed,,,
TWN,Western Central Pacific,Carign,ignobilis,Caranx,Carangidae,JML04/19.5.17,,,16.5,,postflex,36.6,,19/05/2004,28,Leis et al 2006,103.4,61.8,I.43435,half of lanes closed,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.1,,,11.5,,postflex,8,,11/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.3,,,13,,postflex,17.7,,11/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.5,,,11.5,,postflex,8,,11/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.7,,,11,,postflex,15,,11/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.9,,,10.5,,postflex,16.5,,11/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.11,,,10.5,,postflex,11.2,,11/05/2004,27.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.25,,,12.5,,postflex,17.5,,11/05/2004,28.4,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.27,,,12,,postflex,17.7,,11/05/2004,28.4,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.29,,,11,,postflex,11.7,,11/05/2004,28.4,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.31,,,11.5,,postflex,8.2,,11/05/2004,28.4,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.33,,,13,,postflex,23.2,,11/05/2004,28.4,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.35,,,11,,postflex,9.5,,11/05/2004,28.4,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.43,,,12,,postflex,4.2,,11/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.44,,,12.5,,postflex,15,,11/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.45,,,11.5,,postflex,15,,11/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.46,,,11.5,,postflex,19.3,,11/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.47,,,10.5,,postflex,9.5,,11/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/11.5.48,,,10,,postflex,3.2,,11/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/13.5.2,,,10.5,,postflex,9,,13/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/13.5.4,,,9.5,,postflex,7.1,,13/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/13.5.6,,,12.5,,postflex,15,,13/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/13.5.8,,,12.5,,postflex,18.5,,13/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/13.5.10,,,13,,postflex,18.8,,13/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/13.5.12,,,13,,postflex,15,,13/05/2004,28.7,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/24.5.1,,,6,,postflex,1,,24/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/24.5.3,,,8.5,,postflex,1,,24/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/24.5.5,,,10.5,,postflex,16,,24/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/24.5.7,,,7.5,,postflex,9,,24/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/24.5.9,,,6.5,,postflex,3.7,,24/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/24.5.11,,,8,,postflex,3.7,,24/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/25.5.6,,,9.5,,postflex,9,,25/05/2004,26.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/25.5.8,,,9.5,,postflex,11.7,,25/05/2004,26.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/25.5.10,,,7.5,,postflex,4.2,,25/05/2004,26.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/25.5.12,,,9,,postflex,10,,25/05/2004,26.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/25.5.14,,,8.5,,postflex,3.2,,25/05/2004,26.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML04/25.5.16,,,8.5,,postflex,12.8,,25/05/2004,26.8,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML05/2.6.a,11,1,11,13.3,postflex,17.6,,2/06/2005,28,Leis et al 2007a,17.72,11.53,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML05/2.6.c,11,2,7,8.2,postflex,5.2,,2/06/2005,28,Leis et al 2007a,5.46,2.97,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,lost,11,3,n/a,,postflex,15.2,,2/06/2005,28,Leis et al 2007a,,,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML05/2.6.g,11,4,10,11.3,postflex,17.6,,2/06/2005,28,Leis et al 2007a,11.69,6.2,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,lost ,11,5,n/a,,postflex,10.8,,2/06/2005,28,Leis et al 2007a,,,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,lost,11,6,n/a,,postflex,12,,2/06/2005,28,Leis et al 2007a,,,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML05/2.6.m,12,1,8,10,postflex,12,,2/06/2005,28,Leis et al 2007a,10.18,5.56,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,lost,12,2,n/a,,postflex,12.3,,2/06/2005,28,Leis et al 2007a,,,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML05/2.6.r,12,3,8,9.3,postflex,6.3,,2/06/2005,28,Leis et al 2007a,8.1,4.61,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML05/2.6.s,12,4,9,10.9,postflex,10.8,,2/06/2005,28,Leis et al 2007a,10.74,5.93,I.43865,,,,
TWN,Western Central Pacific,Chan,chanos,Chanos,Chanidae,JML05/2.6.t,12,5,10,12.2,postflex,14.8,,2/06/2005,28,Leis et al 2007a,15.66,10.61,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.13,,,17,,postflex,33.2,,11/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.14,,,14,,postflex,22.3,,11/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.15,,,17,,postflex,28.9,,11/05/2004,28.2,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.16,,,14.5,,postflex,25,,11/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.17,,,17,,postflex,41.9,,11/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.18,,,12.5,,postflex,22.3,,11/05/2004,28.2,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.37,,,19,,postflex,28.9,,11/05/2004,28.6,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.38,,,18,,postflex,35.4,,11/05/2004,28.6,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.39,,,18.5,,postflex,35.4,,11/05/2004,28.6,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.40,,,14,,postflex,28.9,,11/05/2004,28.6,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.41,,,17.5,,postflex,41.9,,11/05/2004,28.6,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/11.5.42,,,16,,postflex,35.4,,11/05/2004,28.6,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/21.5.7,,,8,,postflex,6.1,,21/05/2004,28.3,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/21.5.9,,,7.5,,postflex,4.7,,21/05/2004,28.3,Leis et al 2007a,,,I.43864,half of lanes closed,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/21.5.11,,,9,,postflex,12.3,,21/05/2004,28.3,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/21.5.13,,,7.5,,postflex,1,,21/05/2004,28.3,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/21.5.15,,,6.5,,postflex,0.5,,21/05/2004,28.3,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/21.5.17,,,8,,postflex,6.1,,21/05/2004,28.3,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.1,,,3,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.3,,,4,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.5,,,4,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.7,,,3.5,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.9,,,3.5,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.11,,,4,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.13,,,4,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.15,,,3.5,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.17,,,3.5,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.19,,,4,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.21,,,3,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML04/28.5.23,,,4,,preflex,0.3,,28/05/2004,28.6,Leis et al 2007a,,,I.43864,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.a,17,1,6,6.8,flexion,6.5,,8/06/2005,29,Leis et al 2007a,11.97,6.88,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.b,17,2,6.5,8.8,postflex,7.6,,8/06/2005,29,Leis et al 2007a,19.75,11.75,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.c,17,3,6,7.4,postflex,4.9,,8/06/2005,29,Leis et al 2007a,13.88,7.92,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.d,17,4,n/a,,,4.2,,8/06/2005,29,Leis et al 2007a,,,I.43865,specimen lost,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.e,17,5,5.5,6.6,flexion,4.3,,8/06/2005,29,Leis et al 2007a,11.7,7.2,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.m,19,1,5,6,flexion,3.2,,8/06/2005,29,Leis et al 2007a,8.87,5.17,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.n,19,2,5.5,6.5,postflex,4.3,,8/06/2005,29,Leis et al 2007a,10.79,6.49,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.o,19,3,5,6.2,flexion,5.6,,8/06/2005,29,Leis et al 2007a,9.66,5.5,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.p,19,4,5.5,6.8,postflex,3.7,,8/06/2005,29,Leis et al 2007a,11.45,6.43,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/8.6.q,19,5,6,6.7,postflex,5.9,,8/06/2005,29,Leis et al 2007a,13.85,8.07,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/27.5.01,2,1,8,10,postflex,8.6,,27/05/2005,29,Leis et al 2007a,20.75,11.74,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/27.5.03,2,2,9,10.6,postflex,8.6,,27/05/2005,29,Leis et al 2007a,23.88,12.84,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/27.5.05,2,3,9,11.5,postflex,6.5,,27/05/2005,29,Leis et al 2007a,26.22,14.67,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/27.5.07,2,4,10,13.3,postflex,17,,27/05/2005,29,Leis et al 2007a,35.73,20.75,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/27.5.09,2,5,9,11.5,postflex,14.7,,27/05/2005,29,Leis et al 2007a,26.13,14.59,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/27.5.11,2,6,10.5,13.1,postflex,17,,27/05/2005,29,Leis et al 2007a,34.66,18.51,I.43865,,,,
TWN,Western Central Pacific,Epicoi,coioides,Epinephelus,Serranidae,JML05/29.5.f,5,,8.5,10.2,postflex,6.1,,29/05/2005,32,Leis et al 2007a,21.05,11.06,I.43865,,,,
