Location,Region,species abbreviation,species,genus,family,fish ID,run,lane,size (BL),size (TL),stage,Ucrit (cm/s),cohort date,measurement date,temperature ,publication,Total Lateral area (mm²),Propulsive Area (mm²,Museum collection event,Comment,,,note to Becky
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/29.5.r,6,,5.3,6.4,postflex,7.9,,29/05/2005,28,Leis et al 2007a,12.68,5.5,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/29.5.s,6,,5.7,7.3,postflex,7.9,,29/05/2005,28,Leis et al 2007a,16.88,8.99,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/29.5.t,6,,4.8,5.6,flexion,5.8,,29/05/2005,28,Leis et al 2007a,8.8,3.66,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/29.5.u,6,,5.9,7.6,postflex,7.6,,29/05/2005,28,Leis et al 2007a,18.47,9.56,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/29.5.v,6,,4.8,6,postflex,8.2,,29/05/2005,28,Leis et al 2007a,10.3,4.98,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/31.5.m,7,1,6.3,7.6,postflex,7.6,,31/05/2005,27.5,Leis et al 2007a,18.11,10.22,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/31.5.n,7,2,6,7.4,postflex,6.2,,31/05/2005,27.5,Leis et al 2007a,17.9,8.15,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/31.5.o,7,3,5.3,6.5,postflex,6.5,,31/05/2005,27.5,Leis et al 2007a,15.5,7.7,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/31.5.p,7,4,6.3,7.6,postflex,6.3,,31/05/2005,27.5,Leis et al 2007a,19.9,10.3,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/31.5.q,7,5,6.3,7.8,postflex,8.5,,31/05/2005,27.5,Leis et al 2007a,20,11.7,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/31.5.r,7,6,5.9,7,postflex,8.9,,31/05/2005,27.5,Leis et al 2007a,16.86,8.83,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.a,9,1,7,8.8,postflex,8.3,,1/06/2005,28,Leis et al 2007a,24.15,11.7,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.c,9,2,7.4,9.4,postflex,8.3,,1/06/2005,28,Leis et al 2007a,29.34,16.23,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.e,9,3,7.8,9.8,postflex,8.3,,1/06/2005,28,Leis et al 2007a,36.15,19.92,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.g,9,4,7.5,9.4,postflex,11.4,,1/06/2005,28,Leis et al 2007a,29,15.1,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.i,9,5,7.1,9,postflex,11.4,,1/06/2005,28,Leis et al 2007a,27.17,14.79,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.k,9,6,7.3,9.5,postflex,8.3,,1/06/2005,28,Leis et al 2007a,30,16.75,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.m,10,1,7.3,9.8,postflex,8.3,,1/06/2005,28,Leis et al 2007a,30.8,17.8,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.o,10,2,5.3,5.8,postflex,5.2,,1/06/2005,28,Leis et al 2007a,13.08,5.41,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.q,10,3,4.8,5.7,flexion,5.2,,1/06/2005,28,Leis et al 2007a,10.46,4.2,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.r,10,4,5.7,6.8,postflex,5.2,,1/06/2005,28,Leis et al 2007a,14.15,5.91,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.t,10,5,6.7,8.2,postflex,8.3,,1/06/2005,28,Leis et al 2007a,22.75,12.47,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/1.6.v,10,6,6.3,7.2,postflex,5.2,,1/06/2005,28,Leis et al 2007a,18.27,9.45,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.d,13,,10.7,13.7,postflex,12.7,,5/06/2005,27,Leis et al 2007a,73.59,48.13,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.e,13,,9.5,11.9,postflex,9.5,,5/06/2005,27,Leis et al 2007a,56.28,33.05,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.f,13,,9.7,12.7,postflex,20.1,,5/06/2005,27,Leis et al 2007a,62.93,40.27,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.g,13,,9.3,11.1,postflex,11.9,,5/06/2005,27,Leis et al 2007a,51,31.67,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.h,13,,9.8,13.1,postflex,16.9,,5/06/2005,27,Leis et al 2007a,70.2,46.45,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.i,13,,9.4,12,postflex,15.8,,5/06/2005,27,Leis et al 2007a,59.3,37.73,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.j,13,,8.5,10.8,postflex,9.8,,5/06/2005,27,Leis et al 2007a,50.96,30.21,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.k,13,,8.4,10.9,postflex,10.5,,5/06/2005,27,Leis et al 2007a,44.77,26.21,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.l,13,,10.5,13,postflex,5.5,,5/06/2005,27,Leis et al 2007a,77.24,45.77,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.m,13,,10,12.4,postflex,17.1,,5/06/2005,27,Leis et al 2007a,62.52,38.74,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.n,13,,9.8,12.6,postflex,12.5,,5/06/2005,27,Leis et al 2007a,64.3,41.27,I.43865,,,,
TWN,Western Central Pacific,Plat,teira,Platax,Ephippidae,JML05/5.6.o,13,,9.7,12.7,postflex,12.2,,5/06/2005,27,Leis et al 2007a,67.25,43.45,I.43865,,,,
TWN,Western Central Pacific,HaemPkak,kaakan,Pomadasys ,Haemulidae,LOST,1,,lost,,postflex,>36.22,,26/05/2005,29,NA,,,I.43865,> means outswam the chamber,,,
TWN,Western Central Pacific,HaemPkak,kaakan,Pomadasys ,Haemulidae,JML05/26.5.01,1,,19.7,22.6,postflex,>36.22,,26/05/2005,29,NA,106.95,62.13,I.43865,> means outswam the chamber,,,
TWN,Western Central Pacific,HaemPkak,kaakan,Pomadasys ,Haemulidae,JML05/26.5.06,1,,18.6,22.7,postflex,35.3,,26/05/2005,29,NA,102.43,61.28,I.43865,,,,
TWN,Western Central Pacific,HaemPkak,kaakan,Pomadasys ,Haemulidae,JML05/26.5.08,1,,20.7,25.6,postflex,>36.22,,26/05/2005,29,NA,130.95,73.76,I.43865,> means outswam the chamber,,,
TWN,Western Central Pacific,HaemPkak,kaakan,Pomadasys ,Haemulidae,JML05/26.5.10,1,,18.3,22.7,postflex,>36.22,,26/05/2005,29,NA,100.82,59.62,I.43865,> means outswam the chamber,,,
TWN,Western Central Pacific,HaemPkak,kaakan,Pomadasys ,Haemulidae,JML05/26.5.12,1,,18.5,23.2,postflex,34.9,,26/05/2005,29,NA,98.74,60.4,,> means outswam the chamber,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.b,11,,4,5.7,postflex,8.3,,2/06/2005,28,Leis et al 2007a,8.08,4.56,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.d,11,,5,7.2,postflex,15,,2/06/2005,28,Leis et al 2007a,13.1,7.64,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.f,11,,Lost,na,postflex,2.2,,2/06/2005,28,Leis et al 2007a,,,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.h,11,,Lost,na,postflex,11.9,,2/06/2005,28,Leis et al 2007a,,,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.j,11,,4,5,flexion,9.4,,2/06/2005,28,Leis et al 2007a,6.2,3.5,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.l,11,,4,5.4,flexion,10.5,,2/06/2005,28,Leis et al 2007a,7,4.06,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.n,12,,4,5.1,flexion,7.2,,2/06/2005,28,Leis et al 2007a,6.55,3.76,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.q,12,,5,5.7,postflex,11.4,,2/06/2005,28,Leis et al 2007a,8.13,4.24,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.s,12,,Lost,na,postflex,9,,2/06/2005,28,Leis et al 2007a,,,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/2.6.v,12,,4,5.4,postflex,10.2,,2/06/2005,28,Leis et al 2007a,7.31,3.91,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.a,16,,5,,postflex,8,,6/06/2005,27,Leis et al 2007a,8.58,4.22,,"tail curled, no TL measure",,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.b,16,,6,7.6,postflex,15.5,,6/06/2005,27,Leis et al 2007a,16,9.63,,Flow rate dropped after15.4 cm/sec on run 16 - pressure in seawater system dropped,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.c,16,,4,5.6,postflex,12.4,,6/06/2005,27,Leis et al 2007a,7.76,4.34,,Larvae with Ucrit of >15.4 still swimming at that speed when flow slowed,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.d,16,,5,7.3,postflex,>15.4,,6/06/2005,27,Leis et al 2007a,15.17,7.69,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.e,16,,4,6.2,postflex,7.7,,6/06/2005,27,Leis et al 2007a,8.76,4.86,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.f,16,,6,7.2,postflex,9.3,,6/06/2005,27,Leis et al 2007a,16.54,8.86,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.g,16,,4,6.2,postflex,8.2,,6/06/2005,27,Leis et al 2007a,9.06,4.78,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.h,16,,5.5,7.4,postflex,>15.4,,6/06/2005,27,Leis et al 2007a,14.28,8.2,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.i,16,,4,5.4,flexion,9.1,,6/06/2005,27,Leis et al 2007a,7.95,4,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.j,16,,5,7.6,postflex,11.1,,6/06/2005,27,Leis et al 2007a,15.35,8.97,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.k,16,,4.5,5.8,postflex,8.7,,6/06/2005,27,Leis et al 2007a,8.46,4.53,,,,,
TWN,Western Central Pacific,CarTrac,blochii,Trachinotus ,Carangidae,JML05/6.6.l,16,,5.5,7,postflex,>15.4,,6/06/2005,27,Leis et al 2007a,14.89,7.89,,,,,
