species_id,batch_id,sample_id,age,tl,bd,ba,pfa
pepamb,2,reared-1-2-3,3,2.141664928,0.488281522,0.507604046,0.260839316
pepamb,2,reared-1-2-3,3,2.902218513,0.485916962,0.693282173,0.734635337
pepamb,2,reared-1-2-3,3,2.027679254,0.452534947,0.45628743,0.5297558
pepamb,2,reared-1-2-6,6,4.269206577,1.169826579,2.743296474,2.065001343
pepamb,2,reared-1-2-6,6,4.170635277,1.06891904,2.39918341,2.001862813
pepamb,2,reared-1-2-6,6,4.338125618,1.150148261,2.772120586,2.4289764
pepamb,2,reared-1-2-6,6,5.128493126,1.2780124,3.792671766,3.028469478
pepamb,2,reared-1-2-6,6,5.094887232,1.365082218,4.025686853,2.885075578
pepamb,2,reared-1-2-6,6,3.06469584,0.638062719,0.993099645,0.94029581
pepamb,2,reared-1-2-6,6,3.970437595,1.037200108,2.296401634,1.76682923
pepamb,2,reared-1-2-6,6,4.133435169,1.166771498,2.478146943,1.718627564
pepamb,2,reared-1-2-6,6,5.371372091,1.322221224,4.068155993,3.273030358
pepamb,2,reared-1-2-6,6,3.565279899,0.7893791,1.459614259,1.192526972
pepamb,2,reared-1-2-6,6,4.791625483,1.195884626,3.338833302,2.832352483
pepamb,2,reared-1-2-6,6,3.980591248,1.177464283,2.763319947,2.25167178
pepamb,2,reared-1-2-6,6,3.82037919,1.111151047,2.352031362,1.944537549
pepamb,2,reared-1-2-6,6,3.818222662,0.869350346,1.725571188,1.684716845
pepamb,2,reared-1-2-6,6,3.844999551,0.733309372,1.510964777,1.423523564
pepamb,2,reared-1-2-6,6,4.308563213,1.060472639,2.544434326,2.107470482
pepamb,2,reared-1-2-6,6,4.014286998,1.052834936,2.489934955,1.951319693
pepamb,2,reared-1-2-6,6,4.697816515,1.193997664,3.235486347,2.489773476
pepamb,2,reared-1-2-6,6,5.011411627,1.09452781,3.077074843,2.751693415
pepamb,2,reared-1-2-6,6,3.955431755,0.983736185,2.046269707,1.716043891
pepamb,2,reared-1-2-6,6,5.035403001,1.265971785,3.548676065,3.147318476
pepamb,2,reared-1-2-6,6,5.260131189,1.318177734,3.84999703,3.163708657
pepamb,2,reared-1-2-6,6,5.589990116,1.321592236,4.647383379,4.183371699
pepamb,2,reared-1-2-6,6,5.564650912,1.422589631,4.510771623,3.619888576
pepamb,2,reared-1-2-6,6,4.908437416,1.393476503,3.651377101,3.205693358
pepamb,2,reared-1-2-6,6,4.444424477,0.948063618,2.183769601,2.207184146
pepamb,2,reared-1-2-6,6,4.928025878,1.034324737,3.030326494,2.761220712
pepamb,2,reared-1-2-6,6,4.003414503,0.688830982,1.668891842,1.712975778
pepamb,2,reared-1-2-6,6,4.492856501,0.881301105,2.119662193,1.857742254
pepamb,2,reared-1-2-6,6,4.782909516,0.917512804,2.489934955,2.251268081
pepamb,2,reared-1-2-6,6,3.454398419,0.856231467,1.485450997,1.261720988
pepamb,2,reared-1-2-6,6,4.405517117,1.184922275,2.801590616,2.418076526
pepamb,2,reared-1-2-9,9,5.265591008,1.077320522,3.48986723,2.633929886
pepamb,2,reared-1-2-9,9,4.439698151,1.115844815,2.813796126,1.683758552
pepamb,2,reared-1-2-9,9,6.170005439,1.596378716,5.875630492,3.991592615
pepamb,2,reared-1-2-9,9,3.415291878,0.843342096,1.645500066,1.056088284
pepamb,2,reared-1-2-9,9,5.120105149,1.091370558,3.761399776,2.572562247
pepamb,2,reared-1-2-9,9,5.225593727,1.121963379,3.661516882,2.323753701
pepamb,2,reared-1-2-9,9,6.009109862,1.495988941,5.477896295,3.884391823
pepamb,2,reared-1-2-9,9,5.186729514,1.26982868,3.559451457,2.090222874
pepamb,2,reared-1-2-9,9,5.880620015,1.817213561,5.455557447,3.517213061
pepamb,2,reared-1-2-9,9,6.13725979,1.676486584,5.504856973,3.722499369
pepamb,2,reared-1-2-9,9,6.222919688,1.595358956,6.329725345,4.210359262
pepamb,2,reared-1-2-9,9,6.067462835,1.774156998,6.204679151,3.853964771
pepamb,2,reared-1-2-9,9,5.607890682,1.68883702,5.083885239,3.093160107
pepamb,2,reared-1-2-9,9,4.371374184,1.250226613,3.252228109,1.868118238
pepamb,2,reared-1-2-9,9,4.892358593,1.282858956,3.711715097,2.195497903
pepamb,2,reared-1-2-9,9,5.937386693,1.6213062,5.436684972,3.172373147
pepamb,2,reared-1-2-9,9,5.911552756,1.447720268,5.493687549,3.373551161
pepamb,2,reared-1-2-9,9,5.133248731,1.373957578,4.328857862,2.734711469
pepamb,2,reared-1-2-9,9,3.432401197,0.891044235,1.827420452,1.047101392
pepamb,2,reared-1-2-9,9,4.299877629,1.069275743,2.942180308,1.965561833
pepamb,2,reared-1-2-9,9,4.312454677,1.055452321,3.078909462,2.158651643
pepamb,2,reared-1-2-9,9,2.540110587,0.61559554,0.817550474,0.389260841
pepamb,2,reared-1-2-9,9,6.98774021,1.649746193,6.718601033,4.963075723
pepamb,2,reared-1-2-9,9,4.656340645,1.055452321,3.324893556,2.485517771
pepamb,2,reared-1-2-9,9,3.904777012,0.92220359,2.154671733,1.562820652
pepamb,2,reared-1-2-12,12,6.928519942,1.770302739,7.538861593,5.182065326
pepamb,2,reared-1-2-12,12,6.945218645,1.853916386,7.731244289,5.610849264
pepamb,2,reared-1-2-12,12,7.334814993,1.739668429,8.2648068,6.13488645
pepamb,2,reared-1-2-12,12,6.931042768,1.734983181,7.304769521,5.307626425
pepamb,2,reared-1-2-12,12,6.106078808,1.58157136,5.649527856,4.039603645
pepamb,2,reared-1-2-12,12,7.767179241,1.908938011,9.105200227,6.565113619
pepamb,2,reared-1-2-12,12,6.171552138,1.372417107,5.681423261,4.077127652
pepamb,2,reared-1-2-12,12,6.380345988,1.564031716,6.295229417,4.252191575
pepamb,2,reared-1-2-12,12,7.337818357,1.857760692,8.137225177,6.019572291
pepamb,2,reared-1-2-12,12,6.610523787,1.875540605,7.416331279,5.218579071
pepamb,2,reared-1-2-15,15,9.530118317,2.609873824,15.23909415,8.236747068
pepamb,2,reared-1-2-15,15,9.912909753,2.496505876,14.65340286,12.27233302
pepamb,2,reared-1-2-15,15,12.31275087,3.357853719,23.32138676,25.21808745
pepamb,2,reared-1-2-15,15,11.35005045,2.673601971,18.04645829,15.0500419
pepamb,2,reared-1-2-15,15,11.82986208,3.325125902,23.13109888,11.70085154
pepamb,2,reared-1-2-15,15,11.14372625,3.139041898,19.81094596,17.54293677
pepamb,2,reared-1-2-15,15,11.18586453,3.15670453,19.51562904,17.15062246
pepamb,2,reared-1-2-15,15,12.03738682,3.230603728,23.50611429,19.5106865
pepamb,2,reared-1-2-15,15,10.6680929,2.982817336,19.10972274,15.9693548
pepamb,2,reared-1-2-15,15,11.7526297,3.406715528,22.29704483,22.04868207
pepamb,2,reared-1-2-15,15,12.74276114,3.876410792,27.94822436,25.5251429
pepamb,2,reared-1-2-20,20,12.40773943,3.744333473,27.97533073,22.58499321
pepamb,2,reared-1-2-20,20,10.19452407,2.720733225,17.07051056,8.006252901
pepamb,2,reared-1-2-20,20,12.07156162,3.515628973,23.2888518,20.61640604
pepamb,2,reared-1-2-20,20,12.25480207,3.50773774,23.49557562,23.40024989
pepamb,2,reared-1-2-20,20,11.84200255,3.518701186,23.83863741,12.37128459
pepamb,2,reared-1-2-20,20,10.40032469,3.387438815,19.79782404,16.93971479
pepamb,2,reared-1-2-20,20,12.31523639,3.531279604,24.88112403,23.6407811
pepamb,2,reared-1-2-20,20,12.02464033,3.883936727,25.39322272,24.58018292
pepamb,2,reared-1-2-20,20,11.17485202,2.133104758,15.79248071,14.85086202
pepamb,2,reared-1-2-20,20,13.12304249,3.979688551,29.52160275,28.97957621
pepamb,2,reared-1-2-20,20,12.11253388,3.167232927,21.55081988,21.31028868
pepamb,2,reared-1-2-20,20,12.95889214,3.879195396,29.29437281,27.03759157
pepamb,2,reared-1-2-20,20,13.04571924,3.699669849,26.76879518,25.52512693
pepamb,2,reared-1-2-20,20,10.87608693,2.983460428,18.93822981,17.15807722
pepamb,2,reared-1-2-20,20,12.1193516,3.320153813,22.97848896,20.45180289
pepamb,2,reared-1-2-20,20,10.76900676,2.670523138,17.62750102,17.58870567
pepamb,2,reared-1-2-20,20,10.06072624,2.786803467,15.07864618,13.45034969
pepamb,2,reared-1-2-20,20,13.75524042,3.710739233,28.75123783,25.88869483
pepamb,2,reared-1-2-20,20,12.3541864,3.361130782,22.45918542,11.80431819
pepamb,2,reared-1-2-20,20,12.01364157,3.243313169,22.7390662,11.86694498
pepamb,3,reared-1-3-1,1,2.035202151,0.590171281,0.55966395,0.560011029
pepamb,3,reared-1-3-1,1,2.08673571,0.560695081,0.564523048,0.519080567
pepamb,3,reared-1-3-1,1,2.090768771,0.5589524,0.566481562,0.536583235
pepamb,3,reared-1-3-1,1,2.343656642,0.563433579,0.592165365,0.513452938
pepamb,3,reared-1-3-1,1,2.159529974,0.593855806,0.607858268,0.506883239
pepamb,3,reared-1-3-1,1,2.284455288,0.569358693,0.60168523,0.51310586
pepamb,3,reared-1-3-1,1,2.44612627,0.647381,0.68929774,0.59697488
pepamb,3,reared-1-3-1,1,2.27663812,0.621639116,0.561647256,0.444632246
pepamb,3,reared-1-3-1,1,2.13433579,0.549990042,0.258970083,0.598809438
pepamb,3,reared-1-3-1,1,2.595498905,0.607100179,0.657812769,0.87208411
pepamb,3,reared-1-3-1,1,2.04989046,0.557408883,0.634756845,0.503759534
pepamb,3,reared-1-3-1,1,2.457677753,0.655994822,0.651664523,0.623377632
pepamb,3,reared-1-3-1,1,2.349283011,0.588179645,0.655110516,0.560680394
pepamb,3,reared-1-3-1,1,2.511202948,0.54590719,0.59338014,0.708659757
pepamb,3,reared-1-3-1,1,2.416251743,0.627016531,0.629773791,0.545359361
pepamb,3,reared-1-3-1,1,2.222266481,0.543616809,0.500809367,0.480802775
pepamb,3,reared-1-3-1,1,2.25960964,0.571947819,0.604238736,0.526146092
pepamb,3,reared-1-3-1,1,2.067616013,0.620294762,0.570596921,0.458267469
pepamb,3,reared-1-3-1,1,2.226498705,0.551682932,0.59866069,0.498652523
pepamb,3,reared-1-3-3,3,3.360878725,0.658000777,0.966184193,1.210977967
pepamb,3,reared-1-3-3,3,2.329726523,0.464460308,0.570055828,0.483600436
pepamb,3,reared-1-3-3,3,2.951031929,0.540857862,0.621492268,1.058589042
pepamb,3,reared-1-3-3,3,3.119474728,0.668862116,0.961477345,1.084947393
pepamb,3,reared-1-3-3,3,3.334737876,0.644807625,1.074253433,1.192188228
pepamb,3,reared-1-3-3,3,3.126654258,0.730839248,1.01987992,1.064312569
pepamb,3,reared-1-3-3,3,3.385117307,0.6278713,0.840530167,1.223818249
pepamb,3,reared-1-3-3,3,3.586144122,0.603878173,0.941783891,1.237223354
pepamb,3,reared-1-3-3,3,3.407208165,0.623391765,0.894451823,1.215534196
pepamb,3,reared-1-3-3,3,2.187363211,0.546196486,0.503821057,0.572503389
pepamb,3,reared-1-3-3,3,2.329051525,0.499498865,0.508829144,0.523815749
pepamb,3,reared-1-3-3,3,3.095849782,0.590378204,0.882515255,1.088110395
pepamb,3,reared-1-3-3,3,3.34621285,0.784593671,1.327971391,1.223102808
pepamb,3,reared-1-3-3,3,2.901082043,0.572521426,0.863725516,0.782955997
pepamb,3,reared-1-3-3,3,3.816564053,0.740473317,1.396578414,1.476293599
pepamb,3,reared-1-3-3,3,3.269753932,0.737650596,1.136044939,1.085173322
pepamb,3,reared-1-3-3,3,3.158870093,0.655546237,1.031778833,1.184920854
pepamb,3,reared-1-3-3,3,2.620221318,0.497167052,0.613509453,0.739088169
pepamb,3,reared-1-3-3,3,2.111947473,0.487226165,0.473546608,0.566177385
pepamb,3,reared-1-3-6,6,4.220512591,1.099342488,2.671839308,2.029387876
pepamb,3,reared-1-3-6,6,3.957328801,1.104441562,2.160390989,1.780425942
pepamb,3,reared-1-3-6,6,3.981929597,0.970613231,2.435361482,2.145826196
pepamb,3,reared-1-3-6,6,3.693518808,0.977233081,1.772263255,1.809875634
pepamb,3,reared-1-3-6,6,4.338238583,1.147470591,2.697207656,2.320363636
pepamb,3,reared-1-3-6,6,4.87453594,1.292749474,3.471782571,2.304678474
pepamb,3,reared-1-3-6,6,4.953974147,1.287203113,3.626873611,2.914319108
pepamb,3,reared-1-3-6,6,3.709621148,0.778458648,1.464481964,1.570676913
pepamb,3,reared-1-3-6,6,4.304960415,1.037706311,2.437202088,2.079884494
pepamb,3,reared-1-3-6,6,4.212729794,1.063380597,2.590132418,1.973129361
pepamb,3,reared-1-3-6,6,3.16428859,0.715748982,1.114526793,1.148618012
pepamb,3,reared-1-3-6,6,4.554099387,1.15623742,3.065408832,2.450246381
pepamb,3,reared-1-3-6,6,5.135662209,1.20203963,3.517797714,3.078052993
pepamb,3,reared-1-3-6,6,4.699199356,1.08914434,3.106862475,2.678081362
pepamb,3,reared-1-3-6,6,4.860848951,1.193541173,3.070610544,2.618941899
pepamb,3,reared-1-3-6,6,5.060428501,1.287829315,3.418725109,3.063888332
pepamb,3,reared-1-3-6,6,4.623965648,1.122243593,2.95753333,2.464411043
pepamb,3,reared-1-3-6,6,3.760969719,0.982600528,2.124059032,1.734730903
pepamb,3,reared-1-3-6,6,4.705282462,1.101847296,2.839814589,2.295715525
pepamb,3,reared-1-3-6,6,4.37992575,0.984300219,2.577568283,2.331327244
pepamb,3,reared-1-3-9,9,7.158940185,1.777208215,7.403428139,5.597898216
pepamb,3,reared-1-3-9,9,7.725627143,1.8205235,8.734337226,6.583434424
pepamb,3,reared-1-3-9,9,6.608528498,1.783103194,6.703649805,4.748343341
pepamb,3,reared-1-3-9,9,6.673757729,1.666997725,6.968550639,4.671812783
pepamb,3,reared-1-3-9,9,5.804504533,1.489251274,5.011766116,3.374570572
pepamb,3,reared-1-3-9,9,7.238650562,1.859481626,7.620866889,6.380940482
pepamb,3,reared-1-3-9,9,5.760932945,1.422484221,4.95116574,3.412835851
pepamb,3,reared-1-3-9,9,6.618139878,1.628295902,6.145929265,4.530740362
pepamb,3,reared-1-3-9,9,7.220324865,1.740684971,7.626286435,6.321161248
pepamb,3,reared-1-3-9,9,6.433473232,1.765290103,6.497542833,4.307225151
pepamb,3,reared-1-3-9,9,7.269150674,1.692756223,7.477659495,6.305887983
pepamb,3,reared-1-3-12,12,9.685101089,2.412877138,14.06149731,12.22183147
pepamb,3,reared-1-3-12,12,9.756765163,2.523919129,14.24713568,11.58306829
pepamb,3,reared-1-3-12,12,10.07869362,2.608460342,14.84689043,12.0832122
pepamb,3,reared-1-3-12,12,9.929020218,2.580839813,15.08442396,11.61232462
pepamb,3,reared-1-3-12,12,9.149300156,2.35222395,13.03090829,9.870179877
pepamb,3,reared-1-3-12,12,10.98849145,2.788180404,18.20544735,15.43689306
pepamb,3,reared-1-3-12,12,9.613437014,2.3518507,14.24260792,11.02476001
pepamb,3,reared-1-3-12,12,10.53947123,2.640933126,16.32746965,13.40566793
pepamb,3,reared-1-3-12,12,10.01766719,2.574121306,15.06770605,11.56669867
pepamb,3,reared-1-3-12,12,9.434276827,2.542581649,14.00681583,10.7461283
pepamb,3,reared-1-3-12,12,9.623141524,2.319377916,13.32381987,10.89693771
pepamb,3,reared-1-3-15,15,11.9592454,3.514501947,25.24798669,13.39872202
pepamb,3,reared-1-3-15,15,11.24996891,3.167117412,20.37623042,18.41156306
pepamb,3,reared-1-3-15,15,11.58105747,3.366940198,22.21961438,19.94245662
pepamb,3,reared-1-3-15,15,11.1799716,2.718613775,19.19433604,15.81820214
pepamb,3,reared-1-3-15,15,12.47994036,3.478041857,25.24798669,21.17014167
pepamb,3,reared-1-3-15,15,12.30183144,3.32773136,23.98936199,20.23390806
pepamb,3,reared-1-3-15,15,11.66984079,3.286962825,22.10328132,19.05943919
pepamb,3,reared-1-3-20,20,14.32565292,4.160784511,33.90930851,30.58688516
pepamb,3,reared-1-3-20,20,14.01608349,4.227841081,34.31221907,27.08270721
pepamb,3,reared-1-3-20,20,13.56786327,4.084652617,30.83918089,26.37856699
pepamb,3,reared-1-3-20,20,15.0032772,4.739336493,36.65850579,26.28514767
pepamb,3,reared-1-3-20,20,14.43909448,4.103559544,35.56924917,29.76517641
pepamb,3,reared-1-3-20,20,14.43682565,4.319602702,34.06564289,31.10482224
pepamb,3,reared-1-3-20,20,14.5971564,4.285822325,36.46848961,35.63597726
pepamb,3,reared-1-3-20,20,13.68306948,3.674750429,27.65720429,23.6967333
pepamb,3,reared-1-3-20,20,13.5766865,3.80054452,30.25388022,28.57995844
pepamb,3,reared-1-3-20,20,13.26535243,3.958102249,31.88903616,22.51151534
pepamb,3,reared-1-3-20,20,12.8004941,3.835837451,27.35216159,21.53283669
pepamb,3,reared-1-3-20,20,14.7292528,4.396742967,35.09261996,31.58145145
pepamb,3,reared-1-3-20,20,13.89205405,4.014570939,30.57290404,26.06144969
pepamb,3,reared-1-3-20,20,13.33593829,3.69516991,28.30033597,25.85491037
pepamb,3,reared-1-3-20,20,14.24548755,4.309519008,34.7233912,32.04346403
pepamb,3,reared-1-3-20,20,13.62130685,4.382121609,33.01197458,23.48638095
pepamb,3,reared-1-3-20,20,13.61424826,3.816678431,28.14273057,24.96710903
pepamb,3,reared-1-3-20,20,13.7879399,4.302208329,33.22550447,29.49889955
pepamb,3,reared-1-3-20,20,14.38312998,4.348341232,33.50449143,29.00765371
pepamb,3,reared-1-3-20,20,14.98815166,4.439346577,35.29598176,29.38133101
pepamb,3,reared-1-3-20,20,15.22663104,4.31077947,37.57045635,38.15702803
pepamb,3,reared-1-3-20,20,14.5474942,4.015831401,34.04212918,28.15289866
pepamb,3,reared-1-3-20,20,13.93566603,3.882978723,32.15277099,30.3078982
apsnem,1,reared-2-1-1,1,2.681143042,0.516037025,0.534564027,0.250166002
apsnem,1,reared-2-1-1,1,2.61376601,0.618878485,0.658778195,0.69619594
apsnem,1,reared-2-1-1,1,2.586965881,0.539446776,0.654202341,0.633755803
apsnem,1,reared-2-1-1,1,2.823108384,0.481595092,0.673374591,0.549421073
apsnem,1,reared-2-1-1,1,2.985039285,0.52271015,0.722869115,0.820004652
apsnem,1,reared-2-1-1,1,2.620170057,0.514045851,0.654520913,0.57377736
apsnem,1,reared-2-1-1,1,2.577548165,0.483801528,0.543802619,0.222623994
apsnem,1,reared-2-1-1,1,2.852814552,0.585082338,0.777634559,0.789132117
apsnem,1,reared-2-1-1,1,2.329297169,0.524216984,0.59428182,0.531175578
apsnem,1,reared-2-1-1,1,2.657894737,0.5242708,0.70804103,0.610615882
apsnem,1,reared-2-1-1,1,2.668657841,0.54084598,0.717685077,0.623995911
apsnem,1,reared-2-1-3,3,3.306213018,0.684171598,1.155657275,1.155125397
apsnem,1,reared-2-1-3,3,3.289755917,0.568293886,0.983594689,0.811836034
