species_id,fish_id,hw,TLmm,SLmm,BDmm,PAmm,BAmm,wg,CPDmm,CFDmm,Mamm,CFAmm
blesti,16/12/01j33,2.1,19.6815196,16.89174513,3.421463291,49.81094508,46.98131499,,,,,
blesti,16/12/01j39,2.25,20.07302326,16.90672785,3.319543772,55.44463149,45.74372846,,,,,
bloatl,05LARV0075,1.6,15.92394534,13.42602496,3.573380867,29.8394804,34.3019867,0.01,1.668449198,2.852049911,20.97095523,5.154477211
blplup,20/11/01j28,2.3,19.37699964,16.22449342,3.688410949,50.08676263,47.45311147,,1.655252157,3.046162056,26.76285502,8.118030159
blplup,14/11/01j6,3.2,24.62307591,20.8083147,5.05301934,91.73832212,81.02715212,,1.941943287,5.25682032,42.47976389,16.30530554
blplup,19/11/01j25,2.25,17.6760429,14.70669058,3.552726995,44.00667794,40.19782296,,,,,
blplup,19/11/01j39,2.2,18.47747111,14.83536896,3.410320057,46.52583169,37.76846044,,,,,
caHsp1,05LARV0282,2.1,16.71578947,14.0154386,4.220350877,38.90427824,40.79532164,0.03,1.122807018,4.387368421,20.11203447,9.435518621
caHsp1,05LARV0037,2.3,19.00686529,15.39892022,5.132973405,43.56923723,54.1916545,0.04,1.455708858,3.320669199,25.25656303,9.645030491
caHsp2,05LARV0293,1.8,10.8961696,8.697904119,3.391953746,21.31357677,22.85152037,0.01,0.851602024,2.198265478,11.36047013,4.758919797
caHsp2,05LARV0317,1.8,11.11124331,9.174301011,3.897679952,20.93595318,24.29080166,0.01,0.751933373,2.87804878,10.30518858,5.025194983
caHsp2,05LARV0318,1.4,8.363045049,6.571910383,3.169115876,11.69417487,15.64059616,0.01,0.73235365,2.300650446,5.643962808,2.800218051
caHsp2,05LARV0325,1.2,8.231343284,6.589552239,2.089552239,9.20026732,11.87346848,0,1.940298507,0.746268657,4.989975496,2.740031187
caHsp2,05LARV0330,1.3,9.181690141,7.467605634,2.53943662,10.85102162,14.77881373,0,0.718309859,1.742253521,4.661773458,2.578853402
caLIa,22/11/00j30,3.52,34.55102811,28.95774382,11.23089983,201.659388,214.4082256,,,,,
caLIa,3/01/01j6,3.9,30.08978012,23.76323854,8.827213591,131.7423952,143.8024639,,,,,
caLIa,17/11/01j23,2.85,30.47174419,26.53431781,9.911799351,153.8661224,175.8548973,,,,,
caLIa,26/11/00j30,3.3,26.53418755,24.04354235,9.255584533,142.465883,150.4954801,,1.564096867,5.444345701,80.1433891,18.09689431
caLIa,26/12/00j16,2.5,27.11963807,22.67873101,9.997765862,136.9600984,154.1740888,,1.959782609,6.522826087,69.63019849,20.53107278
caLIa,26/12/00j19,2.3,26.6298913,22.10434783,10.0875,126.2553166,149.341328,,,,,
caLIa,26/12/00j24,3,33.13513871,28.80950804,12.08634046,204.326504,235.488192,,,,,
caLIa,26/12/00j26,2.8,30.76436955,25.52392416,11.47095998,165.1644322,197.440232,,,,,
caLIa,26/12/00j9,2.5,27.72234876,22.63985334,10.55552469,149.2550206,169.431791,,,,,
chcaure,JML03/21.12.1,3.15,25.67,20.42,6.13,95.31,87.85,,1.565860052,3.504283877,18.05513729,7.876479269
chcaure,JML03/22.12.4,3.2,14.41,12.08,7.46,48.24,62.93,,1.572291935,3.313026383,28.87634942,8.150849728
chcaure,JML03/30.12.5,3,13.62,10.92,7,48.72,54.17,,,,,
chcaure,JML03/30.12.7,3.05,13.55,10.53,6.85,46.26,51.91,,,,,
chcauri,23/11/01j38,3.35,17.80563142,14.39036286,8.536220575,78.83762953,90.92069217,,2.115255215,5.338524144,40.09130658,15.65859721
chcauri,6/12/01j32,4.25,23.38988836,19.1293872,10.8131877,148.5455142,146.3741239,,2.359607843,6.063333333,70.58054594,23.14571319
chcauri,10/12/01j11,3.7,22.35312787,17.39315184,9.682100289,128.7426246,126.6445147,,,,,
chccap,05LARV0106,2.8,16.24679917,12.46433362,7.439336666,62.17995518,67.54747403,0.1,1.707108889,4.389708572,32.05642835,13.93175945
chccap,05LARV0107,2.7,17.61661426,13.66614256,7.865566038,75.38530803,84.60459985,0.09,1.839622642,4.718291405,48.51716704,15.60584035
chccap,05LARV0108,2.2,19.4082397,15.62921348,9.36454432,80.29912672,103.7249007,0.14,2.126092385,4.90886392,59.81910876,16.10034897
chccap,05LARV0109,2.7,34.25121951,26.65609756,15.83902439,263.0577037,315.2290303,0.11,4.175609756,7.090243902,153.420583,45.03271862
chccap,05LARV0110,2.7,16.81240891,13.3312513,7.922826012,62.95658061,79.34234201,0.1,1.735026719,3.887153862,42.987337,11.2513635
chccap,05LARV0111,2.9,17.676666,14.04737937,7.8887323,76.252095,85.25948913,0.12,1.871686464,4.776189517,47.59507058,13.01568452
chccap,05LARV0112,3,18.3638137,14.55254816,8.538161424,126.6782339,91.98367887,0.13,1.954401366,4.998780785,55.63912573,14.56755095
chccap,05LARV0113,2.8,17.29583233,13.63285955,7.972777644,73.21191859,77.66615145,0.12,2.051312937,3.991809203,46.50103034,13.05801164
chccap,05LARV0114,2.9,16.94547249,13.59363434,7.899087096,70.60105222,76.810414,0.09,1.850481125,4.565753763,41.66968764,13.22533183
chccap,05LARV0117,2.9,16.99337748,12.89825406,7.58217941,75.59477056,72.70958465,0.1,1.685731487,4.456351595,40.00114538,13.57052268
chccap,05LARV0130,3.7,22.41234568,17.95308642,10.68888889,124.8285322,140.2530102,0.27,2.349382716,6.316049383,82.09114464,22.45084591
chccap,05LARV0198,2.9,17.00073873,13.29721743,7.873676434,73.4004656,80.070479,0.11,2.004432406,5.615611918,43.38540532,17.1752845
chccap,05LARV0199,2.9,17.34730755,13.85134321,7.349716902,64.91395505,75.24678223,0.11,1.931092639,4.471750392,43.01474687,13.54006708
chccap,05LARV0200,2.8,16.79382716,13.08765432,7.655555556,74.01310776,74.80566987,0.1,1.728395062,4.692592593,39.61286389,13.8088706
chccap,05LARV0201,2.9,17.22141998,13.81588448,7.758122744,70.94232081,75.54727244,0.11,2.101083032,4.25511432,43.31261105,12.75774334
chccap,05LARV0202,2.9,16.61815995,12.76969333,7.653638004,67.40023482,72.96870915,0.11,1.938665063,4.236921227,35.89858,11.32497508
chccap,05LARV0203,3.1,17.90387183,13.9822794,7.604078165,74.64520216,83.08642988,0.12,1.767204758,4.952057289,42.85433059,14.26022414
chccap,05LARV0219,2.9,16.36352941,12.59882353,7.177647059,56.55363322,72.62283737,0.1,1.785501726,4.352941176,35.48788927,12.09688581
chccap,05LARV0220,2.9,17.02297346,13.31627187,7.632424711,71.43990559,75.02465293,0.1,1.904535174,3.811451018,40.11233096,12.55370019
chccap,05LARV0221,2.7,16.38878993,12.82389265,7.366108538,58.71964024,67.95627914,0.09,2.02232514,4.637216483,33.43522263,13.35434662
chccap,05LARV0222,2.9,17.13889893,13.26707626,7.85327069,65.07359143,73.63590609,0.11,1.571084337,4.471750392,39.69140779,12.48066205
chccap,05LARV0223,2.8,16.717243,13.42154787,8.012232416,72.29815327,74.3179639,0.11,1.881910139,4.710656316,43.52276888,14.33235491
chccap,05LARV0224,2.9,16.4480419,12.63659088,7.618140698,64.02953854,71.08568154,0.1,1.671229616,4.074514939,38.70960374,11.10846608
chccap,05LARV0242,3.1,16.96871239,13.72803851,7.859205776,64.57068963,81.77409382,0.13,1.867629362,5.40433213,45.02136669,14.3796131
chccap,05LARV0243,2.7,17.40763322,13.58127058,7.846604073,66.32825922,78.31224867,0.1,1.636385807,4.743323985,37.08197232,14.36294517
chccap,05LARV0253,,,,,,,,,,,
chccap,05LARV0254,,,,,,,,,,,
chccap,05LARV0255,,,,,,,,,,,
chccap,05LARV0262,,,,,,,,,,,
chccap,05LARV0263,,,,,,,,,,,
chccap,05LARV0264,,,,,,,,,,,
chccap,05LARV0275,,,,,,,,,,,
chccap,05LARV0277,,,,,,,,,,,
chccap,05LARV0279,,,,,,,,,,,
chccap,05LARV0283,,,,,,,,,,,
chcmel,15/12/00j30,4.25,21.61379421,17.54096163,8.975892306,115.7901891,122.8891876,,2.413169716,6.358606333,60.43362949,20.83080013
chcple,JML03/19.12.3,3,13.3,10.72,6.89,43.05,53.57,,1.504775215,3.935476357,22.94201658,8.0631074
chcple,JML03/19.12.6,3.3,13.97,11.01,6.99,51.46,56.08,,1.565860052,3.860707264,20.6699776,9.477194522
chcple,JML03/22.12.1,3,14.22,11.14,7.09,50.33,57.47,,,,,
chcple,JML03/30.12.1,3.15,13.99,11.22,6.7,48.74,57.33,,,,,
chcple,JML03/30.12.13,3.2,11.97,9.75,6.78,38.1,47.25,,,,,
chcple,JML03/30.12.15,3.15,12.81,10.56,6.57,43.81,51.92,,,,,
chcple,JML03/30.12.17,2.65,12.53,9.81,6.32,36.01,45.35,,,,,
chcple,JML03/30.12.23,3.2,15.56,12.26,7.77,56.54,67.07,,,,,
chcple,JML03/30.12.3,3.25,13.33,10.85,6.88,37.89,54.85,,,,,
chcple,JML03/30.12.9,3.15,13.35,10.67,6.7,41.62,50.91,,,,,
chcple,27/11/01j12,2.8,12.79884846,9.935440402,6.054881784,37.89879694,47.50822355,,,,,
chcrai,JML03/17.12.1,3.3,13.55,10.59,6.85,45.57,55.58,,1.698987889,3.740564549,22.58202895,8.964093782
chcrai,JML03/17.12.3,3.3,14.08,11.17,7.24,50.21,57.79,,1.748258537,4.181694619,23.70778729,8.78486198
chcrai,JML03/21.12.5,3.3,14.81,11.86,7.46,51.12,61.84,,,,,
chcrai,JML03/21.12.6,3.6,15.3,12.61,8.08,55.19,70.28,,,,,
chcrai,JML03/22.12.9,3.3,14.63,11.55,7.47,55.38,62.62,,,,,
chcrai,JML03/30.12.11,3.35,14.28,11.51,7.38,45.38,61.91,,,,,
chcrai,JML03/30.12.19,3.25,13.78,11.25,7.09,38.22,56.96,,,,,
chcrai,JML03/30.12.21,3.5,14.3,11.38,7.29,42.58,60.8,,,,,
chcrai,JML03/30.12.24,3.45,14.58,11.7,7.12,45.26,61.09,,,,,
chctri,JML03/19.12.9,3.65,13.6,10.78,6.27,42.39,50.5,,1.493167642,3.640809689,21.16511098,9.116227268
chLIb,18/11/01j14,3.8,21.11041419,16.16718936,10.22190981,115.4076153,118.7233669,,2.372193382,6.285970647,59.47562501,23.42038716
cnHsp1,05LARV0160,3.8,34.10624045,31.99083324,6.166412034,168.26632,158.7363389,0.29,1.778117288,2.479727348,93.57336603,5.966596919
dicant,05LARV0013,4.8,11.93429354,10.50113082,4.75181526,6.645243102,45.56738127,0.08,0.595167242,0.595167242,2.805454444,1.289375527
elon,tci03nov19m,3.3,43.40612986,39.30478428,5.190089705,199.1857261,179.2591703,0.56,3.963713268,7.654719501,154.9888532,32.93799643
elon,tci03nov19o,3.5,44.52758056,38.1474604,6.395958493,181.2763437,169.9118972,0.43,2.957994657,7.524583641,97.75982448,22.84875004
elon,tci03nov1b,2.3,,,,,,0.31,,,,
elon,tci03nov1c,2.6,39.99429802,34.43170299,4.761150532,159.1428533,152.3352897,0.35,,,,
elon,tci03nov1d,2.6,37.69712668,32.91247515,5.290042769,117.9274375,135.5367254,0.25,,,,
elon,tci03nov2b,1.6,29.30307942,25.6732577,4.54197731,62.28286081,83.97826047,0.15,,,,
elon,tci03nov2c,2.3,31.08539408,27.19210622,4.169204532,89.28189709,94.11215679,0.11,,,,
geHsp1,05LARV0150,,,,,,,,,,,
geHsp1,05LARV0151,,,,,,,,,,,
geHsp1,05LARV0152,,,,,,,,,,,
geHsp1,05LARV0153,,,,,,,,,,,
geHsp1,05LARV0154,,,,,,,,,,,
geHsp1,05LARV0196,,,,,,,,,,,
geHsp1,05LARV0197,,,,,,,,,,,
geHsp1,05LARV0216,,,,,,,,,,,
geHsp1,05LARV0217,,,,,,,,,,,
geHsp1,05LARV0235,,,,,,,,,,,
geHsp1,05LARV0239,,,,,,,,,,,
geHsp1,05LARV0271,1.3,13.85834642,11.94202485,2.493217193,21.81802952,23.53084679,0,1.150935313,2.257603884,14.94636975,3.935401586
geHsp1,05LARV0272,1.2,13.78714286,11.52857143,2.774285714,22.02040816,22.87755102,0,1.178571429,2.235714286,14.57142857,4.163265306
geHsp1,05LARV0273,1.2,12.61328455,10.77821559,2.428933296,17.15013274,18.97208679,0,1.134252744,1.975795103,11.14956666,3.228027294
geHsp1,05LARV0054,1.2,12.08213305,10.27199035,2.486099015,20.96803672,22.26956297,0,1.073892946,2.412407048,12.71456507,3.240351565
geHsp1,05LARV0055,1.1,11.52946775,9.944259398,2.47433893,19.13928474,23.40888858,0,1.188906261,2.040649854,11.51499217,3.668902
geHsp1,05LARV0056,1.3,13.8082344,11.41428869,2.982017635,21.09942525,24.52681647,0,1.528848157,2.24119975,15.06413158,4.83498367
hahfla,05LARV0225,1.8,16.07952564,12.88687362,3.853040344,36.48421356,35.92998875,0.03,1.878851296,2.654342518,19.03289096,5.055611661
hahfla,05LARV0324,2,16.21138626,13.27546592,4.087311718,38.73129761,36.56416989,0.03,1.65943324,3.380137861,17.53255205,8.375215385
hoLIa,2/01/01j19,4.3,34.81315789,29.96432749,10.11842105,218.1072809,205.0605314,,2.692611327,7.31820707,130.6966761,30.14084533
hoscor,05LARV0105,,,,,,,,,,,
hoscor,05LARV0156,5.8,42.37065734,35.58110472,12.3744064,302.2551036,330.7252417,1.09,3.249187703,10.6335916,187.9841212,43.11906277
hoscor,tci03nov22b,3.4,36.8912656,31.75757576,9.790255496,236.0009165,216.6822184,0.62,1.85146328,6.964660409,122.1902717,20.37368422
hoscor,tci03nov22e,4.1,35.79718171,30.44920313,9.147744754,207.0126272,225.877051,0.64,2.051747068,7.696167332,124.2957094,17.81917791
hoscor,tci03nov22g,4,37.18746604,30.77268611,8.857815613,239.0858096,192.7048003,0.71,,,,
hoscor,tci03nov22l,3.4,37.61016596,31.56447469,9.979306993,256.1681236,208.9370293,0.59,,,,
hoscor,tci03nov23e,3.5,38.45168946,31.8805821,10.09431016,249.0753724,223.196905,0.66,,,,
hoscor,tci03nov23f,4,34.86260743,29.91950127,9.200459993,226.4151076,187.5106575,0.6,,,,
hoscor,tci03nov23g,3.3,36.7786749,32.15922584,9.509617668,239.9299287,215.2718443,0.78,,,,
hoscor,tci03nov23i,4.1,37.79438779,32.02381706,9.751061,240.8464149,217.3018381,0.74,,,,
hoscor,tci03nov26a,3.1,35.54642645,29.50108889,9.01009701,189.3868054,185.6827534,0.6,,,,
hoscor,tci03nov27a,4.6,35.47495177,31.21353832,9.437657099,234.0308524,214.9226667,0.81,,,,
hoscor,tci03nov27b,4.6,37.89121566,31.21348926,9.5583356,217.2314002,219.4561981,0.81,,,,
hoscor,tci03nov27c,4.2,34.1871158,29.80008996,8.398720576,207.5806354,180.4026011,0.78,,,,
hoscor,tci03nov28a,3.9,36.39712961,30.8611184,8.897348385,199.3699792,205.305205,0.76,,,,
hoscor,tci03nov28b,4.4,44.015712,38.4684616,12.09823812,336.7513985,306.2973489,1.2,,,,
hoscor,tci03nov28c,4.7,34.81565013,30.73641891,8.413414395,205.3477255,186.6937366,0.76,,,,
hoscor,tci03nov28d,4.1,36.56253309,30.50090014,10.17049666,231.5906957,207.4795148,0.67,,,,
hoscor,tci03nov28e,3.9,35.76509196,30.95634587,8.230023659,202.5417423,188.4731328,0.67,,,,
hoscor,tci03nov28f,4.1,37.75582548,32.21839365,9.696083292,257.7029311,222.2242569,0.77,,,,
hoscor,tci03nov28g,4.1,37.89385475,32.31773743,9.395251397,214.4274133,201.2753191,0.72,,,,
hoscor,tci03oct25i,3.6,34.22040816,29.31938776,8.575,179.3028946,183.4782382,0.43,,,,
hoscor,tci03oct29a,3.5,34.79400026,29.7618128,9.44766319,207.1402071,194.7492577,0.67,,,,
hosvex,tci03nov21a,3.1,31.88841918,27.63655579,8.072088108,153.7490581,153.3220892,0.34,1.737840066,4.727672437,94.28558634,13.27863899
hosvex,tci03oct25a,3.9,37.30899679,30.71893966,9.014637629,207.4789267,197.2522564,0.73,2.567865004,8.729823918,128.3608693,21.36298969
hosvex,tci03oct25b,4.1,39.98252185,34.92197253,10.22284644,277.5400911,267.1403255,1.07,,,,
hosvex,tci03oct25c,4.1,41.12646171,33.94379479,9.620897774,229.970584,239.0483702,0.98,,,,
lacpar,05LARV0331,2.1,17.20691132,14.20819649,3.724118235,46.3684104,42.71847836,0.02,2.004855062,3.572754534,23.6328002,9.971043397
lacpar,05LARV0332,1.7,17.27588121,13.91895643,4.220094366,39.76779766,40.71144032,0.03,1.948376353,3.21815154,21.02975063,9.224588416
lacpar,05LARV0333,1.5,14.3148688,11.81174511,3.057059559,27.21497045,27.15714828,0.02,1.249479384,2.651672914,11.85354591,5.820765635
lacpar,05LARV0334,1.7,17.39050838,14.21349106,3.429094494,35.34017326,34.22959543,0.03,1.135051401,2.410928038,19.5541026,5.136422489
lacpar,05LARV0335,1.9,16.93529412,14.28382353,3.532352941,34.40743945,36.52681661,0.03,1.332352941,3.032352941,21.88581315,7.309688581
lacpar,05LARV0336,2.1,18.15826929,15.13948192,3.969541702,41.87204632,44.38396395,0.04,1.45175064,3.003131227,22.60725868,5.813873872
lelsp,20/11/01j18,2.1,19.69178406,16.26094356,4.766379881,51.51773581,54.07456526,,2.153596559,4.570921919,29.55350785,9.20975904
lelsp,20/11/01j20,2.1,22.07686408,18.27947182,5.699716009,63.22076925,75.18711113,,2.480368802,4.918607729,40.69568791,16.11888648
lelsp,20/12/01j27,3.35,28.53088281,23.5156867,7.698327231,129.828802,127.0100347,,,,,
lelsp,20/12/01j30,3.45,28.06704326,23.61322268,7.490527001,120.7892759,128.6462315,,,,,
lelsp,21/11/00j15,1.62,18.58452179,15.18034212,4.347173389,47.21981413,45.01613957,,,,,
lelsp,22/12/01j38,2.6,23.63689605,19.69776197,5.419577494,84.59547201,76.72250381,,,,,
lelsp,23/11/01j39,2.1,18.70703904,15.7666945,4.579889925,50.99321681,52.67838629,,,,,
lelsp,29/11/01j31,1.75,16.17716629,13.62114574,3.781684325,32.09157061,36.44757862,,,,,
lelsp,29/11/01j39,1.95,17.79895983,14.35622167,4.108830868,39.23989465,42.9861861,,,,,
lelsp,JML03/18.12.4,2.45,23.01,19.23,5.92,83.38,86.56,,,,,
lelsp,JML03/29.12.1,2.4,19.26,15.5,5.29,50.26,53.73,,,,,
lelsp,23/12/01j25,2.45,23.62953586,20.13016878,5.922151899,81.59705532,81.87656893,,,,,
lelsp,24/11/00j11,2.25,24.02237388,20.10342644,5.855202983,82.64468169,78.50625978,,,,,
lelsp,24/11/00j23,1.9,19.56780358,16.14630134,4.241599696,51.64678505,52.75195738,,,,,
lelsp,24/11/00j24,2.2,23.35809894,19.16740374,6.016864202,78.09596712,77.58137725,,,,,
lelsp,24/11/00j27,1.9,23.30322367,19.22046352,5.758956935,78.35713719,75.32015716,,,,,
lelsp,24/11/00j9,2.99,27.84092183,22.17001234,7.387293933,128.9390013,110.2879371,,,,,
lelsp,28/11/01j16,2,17.43892539,14.43872628,4.320176446,48.06677319,46.01875312,,,,,
lelsp,29/11/00j22,1.8,18.66601493,15.88162105,4.134820476,47.5011339,48.93469822,,,,,
luccun,JML03/17.12.11,2.4,22.52,18.4,5.44,62.73,72.39,,1.83127572,4.081062194,37.75494315,10.15579417
luccun,JML03/18.12.2,2.5,25.02,19.77,6.12,87.94,85.62,,2.176118569,5.293261384,43.56202983,13.44223374
luccun,JML03/20.12.4,2.35,15.61,12.32,3.86,26.24,31.48,,,,,
luccun,JML03/21.12.2,2.6,14.33,11.95,7.06,46.92,60.02,,,,,
luccun,JML03/21.12.4,2.45,25.24,19.41,6.24,100.55,84.19,,,,,
luccun,JML03/22.12.6,2.8,25.36,20.8,6.63,103.84,94.49,,,,,
luccun,JML03/22.12.8,2.8,25.41,20.01,6.03,86.12,82.38,,,,,
luHunknown,05LARV0127,2.1,21.2736579,17.31698607,6.349244138,70.12219214,80.08297231,0.08,2.265206523,4.881561719,35.20987017,17.78204711
lulana,tci03nov19a,2.1,37.11519199,30.07679466,10.83954739,195.3777397,238.3025964,0.21,2.809682805,7.426265999,61.81080258,25.1268964
lulana,tci03oct25d,2.7,27.60501995,22.57298887,7.588216761,97.98333013,117.8910193,0.23,2.605622659,5.098370167,56.51789438,14.52800613
lulana,tci03oct25e,2.5,26.63456909,20.33076553,7.29947039,77.22426586,100.4977133,0.25,,,,
lulana,tci03oct25f,2.5,31.57518134,25.24946089,8.979121741,111.2525034,153.9573042,0.22,,,,
lulapo,05LARV0080,3.2,26.98244331,22.34942697,7.984637893,106.9823104,120.0336469,0.15,2.806632529,3.91855645,56.67966508,18.22430354
lulapo,05LARV0081,3.3,25.54124022,21.07164359,8.187838651,105.1425539,121.0908178,0.15,2.410596026,5.790487658,56.02190132,25.38673634
lulapo,05LARV0123,2.2,22.28168329,17.85453661,6.898564826,80.2351624,91.13732218,0.09,2.507905619,4.896618828,42.88380085,18.7718328
lulapo,05LARV0124,2.5,18.58099878,14.97442144,6.338611449,59.64028894,64.47678999,0.07,2.070645554,4.065773447,30.20587768,13.5451701
lulapo,05LARV0141,,,,,,,,,,,
lulapo,05LARV0155,2.6,20.46139019,16.71003494,6.20166245,66.84410395,75.39190621,0.09,2.172027467,4.7042525,32.46423372,15.9781499
lulapo,05LARV0269,1.9,15.47883561,12.94754606,4.930389537,37.8512805,45.56392386,0.03,1.54689917,2.953171143,21.23943326,6.941379026
lulapo,05LARV0288,1.8,22.00760242,17.62353935,6.336759116,70.56126671,77.41918758,0.08,2.252569337,3.660425172,33.79408982,16.3916201
lulapo,05LARV0305,2.6,20.11926274,16.49680761,6.024575352,64.14479797,72.08307953,0.09,1.927478617,4.712685219,32.50777092,13.4384803
lulapo,05LARV0306,2.1,18.93672077,15.39049635,6.473770877,60.19312378,62.35127761,0.06,1.999529522,3.530933898,28.60937255,10.79076914
lulapo,05LARV0307,2.1,18.6455542,15.23507917,5.96954933,52.25201434,61.52444733,0.04,2.070645554,3.047503045,27.93598609,10.80052994
lulapo,05LARV0308,2.2,19.81467935,16.12411607,6.344793953,57.94317716,71.72289117,0.08,2.194586686,4.146549622,32.55401692,16.15808968
lulapo,05LARV0309,1.6,15.66071429,12.76428571,5.035714286,39.44160998,41.19897959,0.04,1.547619048,3.214285714,19.62868481,8.035714286
lulapo,05LARV0310,2.1,19.21994569,15.2678351,6.429276722,57.12770666,66.92320409,0.05,2.113058504,3.088126389,37.29296691,11.92826515
lulapo,05LARV0319,2.2,19.19855596,15.42960289,5.9566787,51.30611199,67.07589916,0.05,2.166064982,3.642599278,29.72945185,11.52686005
lulapo,tci03nov15d,1.4,19.3948299,15.16511431,5.681127659,58.729413,66.19432255,0.09,2.168423097,6.091496285,32.42063094,15.57586547
lulapo,tci03nov21m,2.3,23.18605171,19.06266299,7.901050592,78.73498123,102.5131454,0.24,2.866794626,5.636084453,48.6882969,18.37894791
lulcar,19/12/01j42,2.9,29.8989899,25.83980509,7.875742348,157.788871,148.9413063,,3.166363473,6.799559302,91.94736209,27.00781434
lulcar,20/12/01j23,3.5,29.60647157,25.36640495,8.139186296,150.3922201,141.0580537,,3.259468463,6.011055592,81.45862897,27.81733022
lulcar,20/12/01j37,2.85,28.80345355,24.60872477,8.193341624,136.6388729,138.7192469,,,,,
lulcar,23/12/01j38,3.3,29.26987084,25.22511703,7.793926619,150.2155074,143.2918272,,,,,
lulcar,23/12/01j4,2.9,28.0329985,24.22455877,8.030182125,137.383098,132.8927306,,,,,
lulcar,23/12/01j42,2.85,28.56121576,25.1351944,8.035788689,143.4546768,143.9033529,,,,,
lulcar,24/12/01j29,3.2,29.12391495,24.82273481,8.290744172,156.8290646,140.1273614,,,,,
lulcar,24/12/01j34,3.1,29.36634758,25.43202432,8.306575212,155.7988424,154.2863303,,,,,
lulcya,tci03oct25k,2.7,32.33668688,26.69032525,8.755512679,163.5864369,169.6786084,0.54,3.102793217,7.961725181,102.9160187,31.07281623
luLI19c,19/12/01j31,2.8,27.19290396,22.03194559,8.466029843,119.6008726,128.1936947,,2.691844114,6.11311995,60.35265095,24.8777014
luLI19c,22/12/01j19,3.05,26.33452457,21.49172824,7.427722454,112.4148887,118.3495796,,2.70242393,5.442337446,54.13894735,22.35900203
luLI19c,23/12/01j14,2.9,27.12219512,22.88682927,8.109512195,130.1713266,126.5365854,,,,,
luLI19c,23/12/01j27,2.85,27.98236479,22.91351339,8.61047467,152.6782541,143.0206059,,,,,
luLI19c,24/12/01j10,3.2,26.10270726,21.68755004,8.319158605,129.7694352,128.5962824,,,,,
luLI19c,24/12/01j20,3.2,26.53059889,22.25722701,8.652994437,144.3574746,135.8204426,,,,,
luLI19c,26/12/01j33,2.85,21.47775041,17.77078202,6.536175256,84.47560924,81.69587681,,,,,
lulmah,05LARV0079,3.6,27.17833232,22.78880097,8.057212416,127.7445879,149.0230043,0.16,2.799756543,5.600730371,62.23492276,24.90878694
lulmah,05LARV0125,3.1,27.74878049,22.88902439,8.03902439,120.0029744,133.9678763,0.18,2.815853659,6.315853659,66.09161214,26.1600238
lulmah,05LARV0126,3.2,30.27104671,24.63777167,9.250562078,127.7458094,172.0387201,0.22,3.038970772,5.794404197,80.48859683,24.6037056
lulmah,05LARV0128,2.2,18.33194527,14.99821535,6.067816776,54.00315172,64.93118137,0.06,1.788221297,3.809637121,28.76393297,12.45682137
lulmah,05LARV0204,3.89,32.09626955,27.14921781,9.393501805,178.3187872,186.5005409,0.33,3.507821901,10.00601685,85.71292036,35.72457755
lulmah,05LARV0206,3.1,27.01663586,22.21072089,8.394331485,125.1571202,135.3616319,0.2,2.600123229,6.849044978,67.05821924,28.86722708
lulmah,05LARV0320,2.2,19.25842697,16.50062422,6.013732834,61.08157562,69.7162255,0.04,2.122347066,3.747815231,30.813543,9.445122436
luochr,05LARV0086,2,19.68142681,16.48093481,5.659286593,54.28393767,62.0603992,0.05,1.848708487,2.217712177,32.70955219,11.87650253
luochr,05LARV0121,2.5,24.68658537,19.79512195,6.846341463,92.05829863,111.6745985,0.12,2.465853659,4.513414634,53.09339679,18.47114813
luochr,05LARV0122,1.8,19.17349398,16.02048193,5.203614458,48.45405719,61.69255335,0.04,1.942168675,3.78313253,25.76571346,10.5530556
luochr,05LARV0129,1.9,21.12341432,17.21565255,5.70629972,61.70313789,71.8733498,0.07,2.053321866,3.416469576,33.81595458,12.97857723
luochr,05LARV0268,1.7,18.77513711,15.72577697,5.118829982,48.48339009,60.82704731,0.05,1.828153565,3.168799512,32.60448568,8.719286147
luochr,tci03nov23a,1.8,22.86264442,17.94672657,5.718870347,64.36611897,75.07732668,0.08,2.210428305,4.18125388,34.70090983,10.06811874
luochr,tci03oct25j,2,23.93279645,19.48181061,6.149402944,63.27656986,80.10055524,0.15,2.219844144,4.466578861,38.35968783,11.64915384
luochr,05LARV0060,2.4,20.13907642,16.18822576,5.773021874,64.24931242,69.81460828,0.05,2.573588982,5.217391304,35.65253418,18.44615262
moHunkown,05LARV0162,,,,,,,,,,,
moJEFFpara,JML03/13.12.15,2.15,19.05,14.79,7.62,74.32,84.68,,1.854809349,2.782214024,29.83907604,9.575278648
moJEFFpara,12/12/01j12,2.65,33.87090288,38.9037469,30.56169985,275.0188507,339.210246,,2.196231446,6.077723966,46.93395336,21.86227221
moJEFFpara,12/12/01j15,2,18.32337152,14.14518067,7.443634324,56.97152581,71.08312848,,,,,
moJEFFpara,12/12/01j16,2.55,22.08309018,17.79525968,8.491942362,97.54471187,107.4260307,,,,,
moJEFFpara,12/12/01j3,2.5,23.28446677,18.70661961,9.845255871,99.66748141,118.9896614,,,,,
moJEFFpara,12/12/01j37,2.3,19.31524381,15.54083885,7.732453767,63.64863476,83.86960632,,,,,
moJEFFpara,12/12/01j39,2.45,21.34475953,16.74138745,8.712514479,91.13682299,98.30907037,,,,,
moJEFFpara,12/12/01j40,2.7,22.17156841,17.50414646,9.163728645,89.59559913,107.4092467,,,,,
