species_id,batch_id,sample_id,age,critical speed,eggdur
apacom,2,reared-4-2-6,6,7.15,7
apacom,2,reared-4-2-6,6,7.8,7
apacom,1,reared-4-1-9,9,5.525,7
apacom,1,reared-4-1-9,9,5.95,7
apacom,1,reared-4-1-9,9,6.5875,7
apacom,1,reared-4-1-9,9,6.8,7
apacom,1,reared-4-1-9,9,8.075,7
apacom,1,reared-4-1-9,9,7.65,7
apacom,1,reared-4-1-9,9,8.5,7
apacom,1,reared-4-1-9,9,8.5,7
apacom,1,reared-4-1-9,9,2.975,7
apacom,1,reared-4-1-9,9,5.95,7
apacom,1,reared-4-1-9,9,5.7375,7
apacom,1,reared-4-1-9,9,5.1,7
apacom,1,reared-4-1-9,9,4.0375,7
apacom,1,reared-4-1-9,9,3.4,7
apacom,1,reared-4-1-12,12,0.11875,7
apacom,1,reared-4-1-12,12,4.75,7
apacom,1,reared-4-1-12,12,5.4625,7
apacom,1,reared-4-1-12,12,5.7,7
apacom,1,reared-4-1-12,12,6.175,7
apacom,1,reared-4-1-12,12,6.65,7
apacom,1,reared-4-1-12,12,0,7
apacom,1,reared-4-1-12,12,0,7
apacom,1,reared-4-1-12,12,6.8875,7
apacom,1,reared-4-1-15,15,8.05,7
apacom,1,reared-4-1-15,15,7.5625,7
apacom,1,reared-4-1-15,15,8.375,7
apacom,1,reared-4-1-15,15,8.8625,7
apacom,1,reared-4-1-15,15,9.35,7
apacom,1,reared-4-1-15,15,9.35,7
apacom,1,reared-4-1-15,15,10,7
apacom,1,reared-4-1-15,15,2.6,7
apacom,light trap,reared-4-light trap-24,24,12.55625,7
apacom,light trap,reared-4-light trap-24,24,9.625,7
apacom,light trap,reared-4-light trap-24,24,5.641666667,7
apacom,light trap,reared-4-light trap-24,24,13.1,7
peaper,1,reared-5-1-1,1,1.2,7
peaper,1,reared-5-1-1,1,1.2,7
peaper,1,reared-5-1-1,1,1.2,7
peaper,1,reared-5-1-1,1,2.7,7
peaper,1,reared-5-1-1,1,3,7
peaper,1,reared-5-1-1,1,0.3,7
peaper,1,reared-5-1-1,1,1.5,7
peaper,1,reared-5-1-1,1,2.1,7
peaper,1,reared-5-1-1,1,2.4,7
peaper,1,reared-5-1-1,1,3.675,7
peaper,1,reared-5-1-1,1,5.85,7
peaper,1,reared-5-1-3,3,2.8125,7
peaper,1,reared-5-1-3,3,3.828125,7
peaper,1,reared-5-1-3,3,3.75,7
peaper,1,reared-5-1-3,3,3.828125,7
peaper,1,reared-5-1-3,3,6.71875,7
peaper,1,reared-5-1-3,3,9.6875,7
peaper,1,reared-5-1-3,3,9.84375,7
peaper,1,reared-5-1-6,6,0.0875,7
peaper,1,reared-5-1-6,6,4.2,7
peaper,1,reared-5-1-6,6,8.225,7
peaper,1,reared-5-1-6,6,12.81,7
peaper,1,reared-5-1-6,6,12.95,7
peaper,1,reared-5-1-6,6,17.325,7
peaper,1,reared-5-1-6,6,18.55,7
peaper,1,reared-5-1-6,6,20.3,7
peaper,1,reared-5-1-8,8,7.225,7
peaper,1,reared-5-1-8,8,22.7375,7
peaper,1,reared-5-1-8,8,22.525,7
peaper,1,reared-5-1-8,8,17.10625,7
peaper,1,reared-5-1-8,8,14.025,7
peaper,1,reared-5-1-8,8,15.0875,7
peaper,1,reared-5-1-8,8,17,7
peaper,1,reared-5-1-8,8,18.7,7
pepmol,L14,reared-6-L14-1,1,1.4375,4
pepmol,L14,reared-pepmol-L14-1,1,1.5,4
pepmol,L14,reared-pepmol-L14-1,1,3.3125,4
pepmol,L14,reared-pepmol-L14-1,1,4,4
pepmol,L14,reared-pepmol-L14-6,6,6.44,4
pepmol,L14,reared-pepmol-L14-6,6,5.07,4
pepmol,L14,reared-pepmol-L14-6,6,6,4
pepmol,L14,reared-pepmol-L14-6,6,3.6,4
pepmol,L14,reared-pepmol-L14-6,6,4.8,4
pepmol,L14,reared-pepmol-L14-6,6,5.01,4
pepmol,L14,reared-pepmol-L14-10,10,5.65,4
pepmol,L14,reared-pepmol-L14-10,10,6.761666667,4
pepmol,L14,reared-pepmol-L14-10,10,5.42,4
pepmol,L14,reared-pepmol-L14-10,10,5.611666667,4
pepmol,L14,reared-pepmol-L14-10,10,6.8,4
pepmol,L14,reared-pepmol-L14-14,14,11.3,4
pepmol,L14,reared-pepmol-L14-14,14,7.945833333,4
pepmol,L14,reared-pepmol-L14-14,14,13.27,4
pepmol,L14,reared-pepmol-L14-14,14,9,4
pepmol,L14,reared-pepmol-L14-14,14,13.88333333,4
pepmol,L14,reared-pepmol-L14-16,16,26.99166667,4
pepmol,L14,reared-pepmol-L14-16,16,21.455,4
pepmol,L14,reared-pepmol-L14-16,16,19.20666667,4
pepmol,L14,reared-pepmol-L14-16,16,17.21666667,4
pepmol,L14,reared-pepmol-L14-16,16,21.67666667,4
pepmol,L14,reared-pepmol-L14-16,16,19.71333333,4
pepmol,L14,reared-pepmol-L14-16,16,18.8,4
pepmol,L14,reared-pepmol-L14-16,16,17.69166667,4
pepmol,L14,reared-pepmol-L14-16,16,17.21666667,4
pepmol,L14,reared-pepmol-L14-16,16,17.21666667,4
pepmol,L14,reared-pepmol-L14-16,16,16.58333333,4
pepmol,light trap,reared-pepmol-light trap-20,20,50.6925,4
pepmol,light trap,reared-pepmol-light trap-20,20,26.88,4
pepmol,light trap,reared-pepmol-light trap-20,20,21.2625,4
pepmol,light trap,reared-pepmol-light trap-20,20,27.50625,4
pepmol,light trap,reared-pepmol-light trap-20,20,27.675,4
pepmol,light trap,reared-pepmol-light trap-20,20,18.10875,4
