fish_id,image
tci03nov1c,tci03nov1c
tci03nov1d,tci03nov1d
tci03nov21a,tci03nov21a
tci03nov21c,tci03nov21c
tci03nov21d,tci03nov21d
tci03nov21f,tci03nov21f
tci03nov21g,tci03nov21g
tci03nov21h,tci03nov21h
tci03nov21i,tci03nov21i
tci03nov21j,tci03nov21j
tci03nov21k,tci03nov21k
tci03nov21l,tci03nov21l
tci03nov21m,tci03nov21m
tci03nov21n,tci03nov21n
tci03nov21o,tci03nov21o
tci03nov21p,tci03nov21p
tci03nov22a,tci03nov22a
tci03nov22b,tci03nov22b
tci03nov22c,tci03nov22c
tci03nov22d,tci03nov22d
tci03nov22e,tci03nov22e
tci03nov22f,tci03nov22f
tci03nov22g,tci03nov22g
tci03nov22h,tci03nov22h
tci03nov22i,tci03nov22i
tci03nov22j,tci03nov22j
tci03nov22k,tci03nov22k
tci03nov22l,tci03nov22l
tci03nov22n,tci03nov22n
tci03nov22o,tci03nov22o
tci03nov23a,tci03nov23a
tci03nov23b,tci03nov23b
tci03nov23c,tci03nov23c
tci03nov23d,tci03nov23d
tci03nov23e,tci03nov23e
tci03nov23f,tci03nov23f
tci03nov23g,tci03nov23g
tci03nov23h,tci03nov23h
tci03nov23i,tci03nov23i
tci03nov26a,tci03nov26a
tci03nov27a,tci03nov27a
tci03nov27b,tci03nov27b
tci03nov27c,tci03nov27c
tci03nov28a,tci03nov28a
tci03nov28b,tci03nov28b
tci03nov28c,tci03nov28c
tci03nov28d,tci03nov28d
tci03nov28e,tci03nov28e
tci03nov28f,tci03nov28f
tci03nov28g,tci03nov28g
tci03nov2a,tci03nov2a
tci03nov2b,tci03nov2b
tci03nov2c,tci03nov2c
tci03oct25a,tci03oct25a
tci03oct25b,tci03oct25b
tci03oct25c,tci03oct25c
tci03oct25d,tci03oct25d
tci03oct25e,tci03oct25e
tci03oct25f,tci03oct25f
tci03oct25i,tci03oct25i
tci03oct25j,tci03oct25j
tci03oct25k,tci03oct25k
tci03oct25l,tci03oct25l
tci03oct25m,tci03oct25m
tci03oct25n,tci03oct25n
tci03oct25o,tci03oct25o
tci03oct25p,tci03oct25p
tci03oct25q,tci03oct25q
tci03oct25r,tci03oct25r
tci03oct25s,tci03oct25s
tci03oct25t,tci03oct25t
tci03oct25u,tci03oct25u
tci03oct25v,tci03oct25v
tci03oct25w,tci03oct25w
tci03oct26a,tci03oct26a
tci03oct26b,tci03oct26b
tci03oct26c,tci03oct26c
tci03oct26d,tci03oct26d
tci03oct26e,tci03oct26e
tci03oct26f,tci03oct26f
tci03oct27a,tci03oct27a
tci03oct29a,tci03oct29a
tci03oct30a,tci03oct30a
tci03oct30b,tci03oct30b
tci03oct30c,tci03oct30c
tci03oct30d,tci03oct30d
tci03oct30e,tci03oct30e
tci03oct30f,tci03oct30f
tci03oct30g,tci03oct30g
tci03oct31a,tci03oct31a
