species_id,fish_id,date,trap,sampling_gear,year,month,filename,image,AMS_rego,publication,stage
Ambcur,JML05/2.12.n,2005-12-02,Leis_lizard,145.4400426,2005,12,NA,NA,NA,Leis et al 2007b,settlement
Ambcur,JML05/2.12.o,2005-12-02,Leis_lizard,145.4400426,2005,12,NA,NA,NA,Leis et al 2007b,settlement
Ambcur,JML05/2.12.p,2005-12-02,Leis_lizard,145.4400426,2005,12,NA,NA,NA,Leis et al 2007b,settlement
Ambcur,JML05/2.12.q,2005-12-02,Leis_lizard,145.4400426,2005,12,NA,NA,NA,Leis et al 2007b,settlement
Ambcur,JML05/2.12.r,2005-12-02,Leis_lizard,145.4400426,2005,12,NA,NA,NA,Leis et al 2007b,settlement
Ambcur,JML05/2.12.s,2005-12-02,Leis_lizard,145.4400426,2005,12,NA,NA,NA,Leis et al 2007b,settlement
Ambcur,JML05/2.12.t,2005-12-02,Leis_lizard,145.4400426,2005,12,NA,NA,NA,Leis et al 2007b,settlement
apsnem,snemjcub1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apsnem,snemjcub2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apsnem,snemjcub3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peamel,ameljcub1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peamel,ameljcub2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peamel,ameljcub3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peaper,aperjcub1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
