fish_id,TLmm,SLmm,hw,BDmm,PAmm,BAmm,wg,CPDmm,CFDmm,Mamm,CFAmm
jml03/11.12.11,12.87,9.96,1.7,3.79,28.84,27.32,NA,NA,NA,NA,NA
jml03/11.12.12,12.29,10.09,1.55,3.91,24.98,27.52,NA,NA,NA,NA,NA
jml03/11.12.2,12.39,9.66,1.65,3.51,25.49,25.79,NA,NA,NA,NA,NA
20/12/01j10,9.853043392,7.472942111,1.25,3.877552709,17.9809858,20.27681102,NA,1.231975442,1.925080893,8.980910104,4.209195002
6/12/01j10,8.931566059,7.054316774,1.3,3.414276704,15.59152861,16.72837058,NA,1.312080881,2.172749233,7.842090703,3.370153964
6/12/01j29,8.300967923,6.535609549,1.2,3.403458388,14.72026292,15.30475813,NA,NA,NA,NA,NA
6/12/01j41,8.672203673,6.684557596,1.1,3.286477462,14.8116226,14.72787144,NA,NA,NA,NA,NA
15/12/01j10,9.720851823,7.288758873,1.3,3.92848584,18.55143869,21.22761352,NA,NA,NA,NA,NA
15/12/01j3,9.836842642,7.099503229,1.3,3.705061096,18.78808413,19.66265034,NA,NA,NA,NA,NA
15/12/01j30,9.824752246,7.806963519,1.45,3.662766051,17.93918977,19.61185417,NA,NA,NA,NA,NA
16/12/01j30,9.134167803,7.272609534,1.2,3.649751259,16.35629681,19.02010788,NA,NA,NA,NA,NA
17/12/01j28,9.519105909,7.2392091,1.4,3.774693976,16.48025334,19.12723815,NA,NA,NA,NA,NA
18/12/01j22,9.738477594,7.654320026,1.2,3.858584757,17.13384721,19.66328336,NA,NA,NA,NA,NA
jml03/14.12.18,12.2,9.66,1.5,3.78,22.26,25.14,NA,1.328489045,2.416139129,13.19823453,4.523525957
jml03/14.12.20,11.39,9.03,1.55,3.33,18.12,19.76,NA,1.340247265,2.534461963,12.77174397,3.755058112
jml03/15.12.11,11.46,8.94,1.45,3.49,20.44,22.27,NA,NA,NA,NA,NA
jml03/15.12.2,12,9.23,1.5,3.59,21.16,23.45,NA,NA,NA,NA,NA
jml03/15.12.21,12.17,9.48,1.85,3.7,27.28,26.6,NA,NA,NA,NA,NA
jml03/15.12.25,11.26,9.02,1.65,3.62,21.98,22.87,NA,NA,NA,NA,NA
jml03/15.12.3,11.22,8.76,1.5,3.49,19.32,22.8,NA,NA,NA,NA,NA
jml03/15.12.5,11.41,9.28,1.6,3.55,21.36,23.81,NA,NA,NA,NA,NA
jml03/15.12.7,12.26,9.77,2.05,3.67,24.66,26.35,NA,NA,NA,NA,NA
jml03/15.12.9,11.27,9.52,1.6,4.25,22.96,25.49,NA,NA,NA,NA,NA
26/12/00j5,11.27008689,8.967980002,0.9,4.056659921,26.0394032,26.61403332,NA,NA,NA,NA,NA
27/12/00j17,12.67147618,9.597172886,1,4.081371077,32.00333663,28.76598939,NA,NA,NA,NA,NA
12/11/01j21,11.05890446,8.254623408,1.2,4.771229283,25.47699747,28.34320767,NA,1.631720727,3.201531215,9.262495875,5.434308613
14/11/01j7,17.21902088,13.22473404,1.8,7.239952719,54.56244555,66.56055595,NA,1.380382699,2.856281535,13.38225011,6.689866333
21/11/00j10,10.98387097,8.765053763,1,2.473655914,14.98728177,15.17805527,NA,0.957395883,2.394021595,8.461639412,3.264704742
4/12/01j22,11.81371884,9.215759468,0.8,2.828265689,19.47879654,20.28759806,NA,1.186797595,2.364811603,10.3600205,4.606383892
6/12/01j12,10.59276235,8.3660255,0.9,2.584816157,15.45940727,15.95918662,NA,NA,NA,NA,NA
28/11/00j24,11.01058454,8.722940269,1.2,2.659964895,15.57665884,16.43951408,NA,NA,NA,NA,NA
28/11/00j26,10.85418136,9.018831063,0.95,2.98529332,17.35804699,17.39927751,NA,NA,NA,NA,NA
20/11/01j15,21.53304742,17.02480865,1.3,5.340939405,68.15387576,71.357793,NA,2.536019633,4.398155478,34.46622977,13.97215011
21/11/00j18,15.61768907,12.36246767,1.35,3.561942632,31.65140813,33.38249588,NA,1.502837339,2.870663061,14.82456417,8.06680824
22/11/00j7,15.71391443,11.99680128,1.5,3.679328269,40.9384427,35.500394,NA,NA,NA,NA,NA
24/11/01j40,18.26363292,14.39543215,1.75,4.850666575,57.77321862,53.64978115,NA,NA,NA,NA,NA
26/11/00j14,13.78713592,11.21456311,1.25,3.302427184,25.79472618,28.87524743,NA,NA,NA,NA,NA
26/11/00j7,15.6107518,11.67400578,1.6,4.042016421,39.01723089,34.33897144,NA,NA,NA,NA,NA
16/11/01j18,11.89366258,9.43619522,1.2,3.690739405,20.30115878,24.91748983,NA,1.365864248,2.230283227,12.35116823,4.139289971
16/11/01j31,13.20137766,10.50326843,1.25,3.772545161,21.53299347,27.38811163,NA,1.384673377,2.304019434,13.2610791,4.954753154
17/11/01j27,11.61722317,9.213526551,1.1,3.156195212,18.97066406,21.09049633,NA,NA,NA,NA,NA
17/11/01j29,11.8508144,9.662367004,1.2,3.380018674,20.39268983,23.15428019,NA,NA,NA,NA,NA
17/11/01j32,12.817121,10.15688567,1.2,3.66306122,24.46810138,26.78543237,NA,NA,NA,NA,NA
17/11/01j38,11.73423321,9.685006156,1.3,3.626818368,19.43983897,23.94095217,NA,NA,NA,NA,NA
18/11/01j11,14.04028452,10.74744606,1.1,4.003076559,30.32616506,31.29332627,NA,NA,NA,NA,NA
05larv0157,16.80395191,13.34960124,2.7,6.905130342,63.91618685,65.95651735,0.1,2.26163552,3.935245804,31.76681244,12.72372773
jml03/12.12.19,16.91,13.79,2.2,4.52,52.23,45.83,NA,NA,NA,NA,NA
jml03/12.12.20,16.86,13.75,2.1,4.92,47.78,45.61,NA,1.958911134,2.793507825,21.7521529,7.419548003
jml03/12.12.21,16.68,13.48,2.05,4.96,43.54,45.97,NA,1.739532706,3.310407099,23.64441164,9.145544448
jml03/12.12.22,17,13.3,2.05,4.48,40.14,43.98,NA,NA,NA,NA,NA
jml03/12.12.24,17.18,13.33,2.1,4.75,45.26,44.28,NA,NA,NA,NA,NA
jml03/13.12.1,17.16,13.95,2.1,4.89,42.4,49.19,NA,NA,NA,NA,NA
jml03/13.12.2,17.61,13.78,2.3,4.99,51.29,48.16,NA,NA,NA,NA,NA
jml03/13.12.3,17.3,14.54,2.3,4.82,48.9,52.66,NA,NA,NA,NA,NA
jml03/13.12.4,16.46,13.85,2,4.95,48.91,49.52,NA,NA,NA,NA,NA
jml03/13.12.5,17.52,13.74,2.15,5.18,49.42,53.36,NA,NA,NA,NA,NA
jml03/13.12.6,18.06,14.22,2.15,4.82,45.94,52.35,NA,NA,NA,NA,NA
21/11/01j26,17.83862589,14.63745287,1.85,4.74888982,52.81168822,51.18943923,NA,1.845939629,3.993568386,25.00448618,9.044754634
6/12/01j37,15.71279564,12.41337271,2,4.02888028,39.94742683,40.45681382,NA,2.059887823,3.709064592,26.32674338,8.942517826
jml03/12.12.23,15.14,12.46,1.65,4.14,37.08,37.57,0.04,NA,NA,NA,NA
jml03/13.12.12,16.52,13.01,1.75,4,34.04,34.74,0.042,NA,NA,NA,NA
jml03/14.12.14,16.77,13.29,1.85,4.33,35.21,43.61,NA,NA,NA,NA,NA
jml03/14.12.2,16.69,13.05,1.95,4.28,36.14,41.87,0.042,NA,NA,NA,NA
jml03/14.12.4,15.34,12.2,1.65,4.08,35.52,35.24,0.044,NA,NA,NA,NA
jml03/14.12.6,16.33,12.98,2.05,4.39,35.22,39.26,0.044,NA,NA,NA,NA
jml03/14.12.7,17.16,13.71,1.75,4.26,37.77,42.99,0.045,NA,NA,NA,NA
jml03/14.12.8,15.58,12.12,2,3.87,34.24,35.48,0.39,NA,NA,NA,NA
jml03/17.12.16,16.48,13.12,1.65,4.18,35.21,41.73,0.041,NA,NA,NA,NA
jml03/17.12.19,16.71,13.2,1.9,4.07,35.05,38.07,0.041,NA,NA,NA,NA
jml03/17.12.21,16.38,13.24,1.9,4.47,35.1,41.68,0.048,NA,NA,NA,NA
11/12/01j46,16.22804006,12.91902718,1.6,3.705150215,35.84008219,37.49992325,NA,NA,NA,NA,NA
18/11/01j35,16.69458537,12.95044829,1.8,4.249385789,42.81205953,42.87110714,NA,NA,NA,NA,NA
jml03/19.12.13,11.89,9.21,1.7,3.39,20.86,23.58,NA,1.145231214,2.012632855,12.2251586,3.933579981
1/01/01j8,16.35289357,13.07264265,1.7,5.118575476,44.82961479,45.48800075,NA,NA,NA,NA,NA
20/12/00j5,14.32584787,11.2164641,1,3.988708988,32.85593184,33.60663751,NA,1.461681296,3.169480081,17.7874846,31.9686317
jml03/12.12.10,15.55,12.09,1.9,4.84,40.56,39.77,NA,1.75540622,3.109761351,21.17953909,7.26992333
jml03/12.12.11,15.26,11.99,1.85,4.48,32.78,39.01,NA,NA,NA,NA,NA
jml03/12.12.12,14.71,11.67,1.7,4.65,37.03,40.46,NA,NA,NA,NA,NA
jml03/12.12.7,15.31,11.71,1.9,4.45,35.56,36.05,NA,NA,NA,NA,NA
jml03/12.12.8,13.95,11.28,1.6,4.31,31.48,34.11,NA,NA,NA,NA,NA
jml03/12.12.9,13.81,11.34,1.7,4.14,31.14,33.69,NA,NA,NA,NA,NA
24/11/00j18,15.80967436,12.33386026,1.45,4.680999052,41.40108384,41.796903,NA,NA,NA,NA,NA
24/11/00j7,14.73213503,11.57533246,1.49,4.156948707,41.25257821,34.79642543,NA,NA,NA,NA,NA
26/11/00j20,14.4295263,11.7797152,1.5,4.141238012,37.545772,35.03236059,NA,NA,NA,NA,NA
20/11/01j24,16.54506056,12.84771746,1.7,4.366176685,45.54214958,46.15563337,NA,1.765837137,3.530526135,19.35211981,7.347440985
21/11/01j20,15.90614209,12.49570155,1.4,4.350753493,39.92495018,39.45398495,NA,1.681861424,3.179800222,21.29147263,7.703644773
21/11/01j9,16.63230342,13.01195606,1.75,5.020515008,41.96252311,47.59093259,NA,NA,NA,NA,NA
jml03/15.12.27,15.78,12.27,1.85,4.4,35.2,39.85,NA,1.654975292,2.375479313,19.40206618,6.334800082
jml03/15.12.29,14.83,11.59,1.75,4.26,34.19,34.47,NA,NA,NA,NA,NA
jml03/17.12.17,16.12,12.76,1.8,4.92,35.15,45.63,NA,2.086005772,2.927423234,23.28186905,6.178361697
jml03/17.12.22,16.58,13.2,1.7,5,37.19,44.17,NA,NA,NA,NA,NA
jml03/17.12.24,15.9,12.35,1.8,4.78,36.94,40.48,NA,NA,NA,NA,NA
17/12/01j21,16.20467749,12.57370648,1.75,4.533543761,42.88263154,45.46648459,NA,NA,NA,NA,NA
23/12/00j7,15.97980762,12.72716432,1.5,4.611654345,47.75131606,43.91515832,NA,1.967058454,3.460041668,23.32870248,9.132452252
4/01/01j27,17.78784674,12.93279169,1.2,4.231767703,45.12036092,39.35919614,NA,1.590278442,3.253277198,20.06552607,9.283152609
14/11/01j9,15.39967374,12.7953481,1.7,4.460348366,42.23658413,40.7538268,NA,NA,NA,NA,NA
jml03/14.12.10,18.4,14.58,2.15,5.18,50.96,55.19,NA,2.006732956,3.244080795,29.67719792,7.824890005
jml03/14.12.12,19.73,15.77,2.25,5.32,61.24,62.25,NA,2.007067374,3.401368886,35.86593276,11.95982577
jml03/15.12.23,20.13,15.67,2.4,5.65,54.85,65.41,NA,NA,NA,NA,NA
jml03/17.12.12,20.88,16.82,2.25,5.44,67.03,69.95,NA,NA,NA,NA,NA
jml03/17.12.5,19.9,16.02,2.35,5.65,55.14,65.61,NA,NA,NA,NA,NA
jml03/20.12.2,19.5,16.19,2.45,5.11,56.18,61.3,NA,NA,NA,NA,NA
20/11/01j42,18.7219668,14.88032148,1.8,4.938054961,56.79243755,53.77371878,NA,2.153302825,3.884301632,27.13759081,8.975852868
21/11/00j3,15.71665391,12.4772592,1.41,4.276120037,38.44092206,37.04428581,NA,NA,NA,NA,NA
21/11/01j15,16.67712056,13.38297717,1.6,4.560425935,46.63295426,44.45115373,NA,NA,NA,NA,NA
22/11/01j40,21.34755583,16.62861638,1.9,5.700636943,69.66476775,71.27615634,NA,NA,NA,NA,NA
31/12/00j7,19.93167375,16.48525969,1.3,5.027951646,64.17698926,63.85280541,NA,NA,NA,NA,NA
jml03/13.12.10,15.54,12.11,1.85,4.39,30.53,36.84,NA,NA,NA,NA,NA
jml03/13.12.11,16.52,13.25,2,5.13,46.31,45.19,NA,NA,NA,NA,NA
jml03/13.12.13,16.63,13.16,1.95,4.21,40.82,40.65,NA,1.89249303,3.226819376,22.31315098,7.905610905
jml03/14.12.16,15.73,12.52,1.9,4.62,38.72,42.89,NA,NA,NA,NA,NA
jml03/14.12.19,16.45,12.92,2.05,4.63,38.88,43.78,NA,NA,NA,NA,NA
jml03/17.12.23,15.03,12,1.85,4.45,35.48,37.27,NA,NA,NA,NA,NA
18/11/01j42,17.01650424,13.55338982,1.6,4.798961751,46.0510811,51.34180009,NA,NA,NA,NA,NA
24/11/00j3,17.51707317,14.18536585,1.2,4.679674797,50.36023531,45.03271862,NA,NA,NA,NA,NA
26/11/00j28,16.50326087,13.19728261,1.4,4.945652174,45.59900756,46.47034499,NA,NA,NA,NA,NA
26/11/00j6,17.18421053,14.25175439,1.49,4.888596491,50.0307787,47.59156664,NA,NA,NA,NA,NA
jml03/11.12.13,17.26,13.6,2.05,4.95,37.23,46.15,NA,NA,NA,NA,NA
jml03/11.12.15,15.37,12.16,1.9,4.37,34.82,37.48,NA,NA,NA,NA,NA
jml03/11.12.17,15.83,12.53,1.95,4.78,37.75,39.47,NA,NA,NA,NA,NA
21/12/00j16,14.95597946,11.65994131,1.3,3.944424065,32.59117522,35.82085555,NA,NA,NA,NA,NA
21/12/00j19,12.99565576,11.01041121,1.1,3.74953187,27.69717885,28.3998468,NA,1.419723145,3.102496176,15.08157665,5.45180967
21/12/00j25,13.62679172,11.06175898,1.45,3.909042647,32.66131708,27.27517467,NA,NA,NA,NA,NA
21/12/00j9,14.38417358,11.7070836,1.2,4.148053606,32.88550672,32.71581886,NA,NA,NA,NA,NA
22/12/00j24,13.25237475,10.77278648,1.5,3.846141627,31.89059471,29.44686614,NA,NA,NA,NA,NA
jml03/16.12.10,13.89,11.17,1.45,3.94,29.18,32.95,NA,NA,NA,NA,NA
jml03/16.12.12,13.25,10.49,1.7,3.83,22.28,29.15,NA,NA,NA,NA,NA
jml03/16.12.4,13.54,10.5,1.5,4.13,28.49,30.12,NA,NA,NA,NA,NA
jml03/16.12.6,18.71,14.9,1.55,5.49,50.6,59.33,NA,NA,NA,NA,NA
jml03/16.12.8,13.55,10.61,1.7,4.24,26.78,30.75,NA,NA,NA,NA,NA
14/12/01j20,13.73994577,11.16617677,1.35,3.750427234,30.80160011,32.83177165,NA,NA,NA,NA,NA
14/12/01j26,14.51307376,11.58764227,1.4,4.260103664,36.4293059,36.28047354,NA,NA,NA,NA,NA
26/11/00j17,16.49741935,13.63870968,1.5,4.125806452,40.55775234,37.54006243,NA,NA,NA,NA,NA
26/11/00j18,15.70253801,12.93616518,1.6,4.677276223,41.45441738,41.6749196,NA,NA,NA,NA,NA
21/11/00j19,16.28869026,12.50387826,1.45,3.995346088,37.18409975,42.63156491,NA,1.614972282,3.024579649,18.7231881,6.772939899
21/11/00j20,16.5926862,12.55509044,1.5,4.473185372,42.38902657,43.17192912,NA,1.678255612,3.347063714,21.17710232,7.915886315
21/11/00j21,17.49350244,13.6874935,1.49,4.367397858,43.81240688,45.67136068,NA,NA,NA,NA,NA
22/11/00j9,17.10577778,13.10311111,1.8,5.469555556,55.7708642,53.02518519,NA,NA,NA,NA,NA
jml03/14.12.11,17.35,14.36,2.05,5.49,53.98,54.45,NA,NA,NA,NA,NA
jml03/14.12.13,17.59,13.91,2.2,5.5,45.68,49.44,NA,NA,NA,NA,NA
jml03/14.12.15,17.95,14.22,2.15,5.49,52.17,55.97,NA,NA,NA,NA,NA
jml03/14.12.17,17.52,13.95,2.85,5.47,46.44,52.3,NA,NA,NA,NA,NA
jml03/14.12.9,17.49,13.74,2.05,5.54,47.27,54.2,NA,NA,NA,NA,NA
24/11/00j12,16.37003014,13.36347543,1.75,5.662169274,53.23430039,49.46585993,NA,NA,NA,NA,NA
24/11/00j21,16.31896039,12.5955044,1.9,5.847787324,44.32218665,46.79000466,NA,NA,NA,NA,NA
24/11/00j22,17.50145372,13.53280118,2,5.612412116,53.52967822,50.28602689,NA,NA,NA,NA,NA
29/11/00j23,15.37983508,12.19615185,1,4.267219057,39.43121745,36.70334145,NA,NA,NA,NA,NA
29/11/00j24,15.20429491,12.29621737,1.38,3.811729027,32.94879076,34.12613311,NA,NA,NA,NA,NA
19/12/01j30,31.49333333,25.92948718,3.1,7.107435897,132.1005917,150.9007232,NA,3.060696517,5.377860697,79.93180862,19.53478874
19/12/01j6,27.19921318,21.95689767,2.75,6.273831654,98.0593788,104.1444019,NA,2.530541391,4.98448519,54.4229769,16.72782022
jml03/19.12.11,28.81,23.27,2.9,6.64,110.77,115.29,0.204,NA,NA,NA,NA
jml03/30.12.10,29.22,23.06,3.35,7.21,108.99,124.37,0.264,NA,NA,NA,NA
jml03/30.12.12,29.4,25.08,3.35,7.59,123.69,148.39,0.292,NA,NA,NA,NA
jml03/30.12.18,29.39,24.24,3.5,7.46,127.87,133.95,0.283,NA,NA,NA,NA
jml03/30.12.2,29.69,24.25,3.35,7.58,121.96,136.84,0.28,NA,NA,NA,NA
jml03/30.12.20,32.82,25.36,3.7,7.82,147.21,154,0.365,NA,NA,NA,NA
jml03/30.12.22,33.2,26.05,3.55,8.72,153.39,153.84,0.344,NA,NA,NA,NA
jml03/30.12.4,31.56,24.43,3.35,8,144.88,143.22,0.288,NA,NA,NA,NA
24/11/00j36,25.49751451,20.72787359,2.5,6.387569774,96.39469786,93.52653336,NA,NA,NA,NA,NA
24/12/01j12,29.44926007,24.18909073,3.1,6.95660913,131.8454742,135.7012437,NA,NA,NA,NA,NA
26/11/00j4,17.72033108,14.01667055,1.4,4.663674516,49.01668727,49.76415183,NA,NA,NA,NA,NA
29/11/00j25,26.38322643,20.7037688,2.25,5.804551784,91.32159313,92.74104306,NA,NA,NA,NA,NA
29/11/00j26,26.31680895,21.71915728,2.85,5.868665854,96.77459077,92.39295371,NA,NA,NA,NA,NA
29/11/00j30,25.38704302,21.00812967,2.5,5.907897394,87.11853135,84.32848949,NA,NA,NA,NA,NA
jml03/16.12.1,17.08,13.62,1.95,5.18,49.73,50.92,NA,2.21351496,3.645828689,29.51503626,8.470927119
jml03/16.12.11,17.36,13.68,2,5.03,44.56,48.04,NA,1.950264046,3.122673362,27.03988195,7.729494882
jml03/16.12.3,16.99,13.64,2.05,4.82,43.37,46.74,NA,NA,NA,NA,NA
jml03/16.12.5,13.4,10.71,2.2,4.03,27.72,30.35,NA,NA,NA,NA,NA
jml03/16.12.7,16.81,13.29,2.05,4.67,39.68,43.45,NA,NA,NA,NA,NA
jml03/16.12.9,16.58,13.05,1.9,4.79,42.97,44.27,NA,NA,NA,NA,NA
jml03/17.12.20,16.73,13.63,1.9,4.81,49.92,45.15,NA,NA,NA,NA,NA
jml03/17.12.25,18.1,14.83,2.35,5.52,53.46,57.74,NA,NA,NA,NA,NA
05larv0073,12.68101266,10.14683544,1.6,4.816455696,31.8378465,32.59093094,0.02,1.650632911,3.293670886,17.78561128,6.986059926
05larv0074,11.788859800000001,9.884551297,1.6,4.172815996,29.22361068,28.62865593,0.02,1.547250655,2.6208045699999998,17.19702538,4.235511194
05larv0102,12.0525641,9.220512821,1.5,4.871794872,25.80539119,34.0729783,0.01,1.8,2.692307692,15.07232084,5.341880342
05larv0103,12.2490887,9.743620899,1.6,4.744835966,29.01101237,31.87520393,0.02,1.718104496,2.456865128,5.610272113,16.47648336
05larv0104,7.95515364,5.356648519,1.6,3.50650549,16.50196364,19.70358301,0.02,1.663744579,2.414874965,9.724067328,4.512920914
05larv0131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tci03nov15b,13.63276679,10.49707439,1.6,4.607411535,25.59444313,35.57509591,0.04,1.319235194,3.215361858,17.792611140000002,4.4211397120000004
tci03nov22o,16.576886,13.35562786,1.9,6.450952037,47.29380121,56.51220757,0.06,2.295978363,4.332079022,24.67573225,10.24986637
tci03oct25o,16.93829328,12.90912773,2.2,6.19700243,51.80602192,54.37216571,0.09,NA,NA,NA,NA
tci03oct25p,15.38242033,12.55988336,2.3,5.908769006,44.16909429,49.370052,0.08,NA,NA,NA,NA
tci03oct25u,15.04208983,11.38434801,1.9,5.08770977,35.79533749,41.04842715,0.12,NA,NA,NA,NA
tci03oct25w,16.12222716,12.54631688,2,5.926090608,41.13516949,47.78640884,0.07,NA,NA,NA,NA
05larv0032,12.34927724,9.056293336,1.5,4.479962393,28.79711707,27.81649582,0.02,1.414972382,2.352802915,14.62644939,5.524626777
05larv0033,12.14131218,8.768324922,1.6,4.333093006,24.93658138,28.83517835,0.02,1.441961067,2.405671714,15.19008895,6.179998164
05larv0034,11.48408586,8.499876635,1.5,4.687885517,25.82668369,30.97071379,0.02,1.4803849,2.714038983,15.35599519,5.341877415
05larv0049,13.56776356,11.06246152,1.9,4.835465554,NA,35.2060122,0.02,1.410686187,2.713279059,20.34104348,NA
05larv0050,13.16680544,9.790452401,1.6,4.92645018,29.93176732,32.57011515,0.02,1.532750486,2.865667499,17.08667238,6.244410843
05larv0051,12.01024496,9.382018782,1.7,4.29434557,25.30820885,28.91812207,0.02,1.468444211,2.098246536,12.95600876,5.757746901
05larv0068,12.78364999,10.50508429,1.7,4.628043885,27.98927818,33.99976756,0.03,1.672464544,2.408348943,17.74504125,5.021421509
05larv0016,12.91512915,8.826568266,1.7,4.183271833,33.69295686,28.77593352,0.02,1.59901599,2.923739237,14.81158723,8.532926658
05larv0019,13.00803261,9.595971706,1.8,4.363985134,32.84354009,31.08996814,0.02,1.558566119,2.704711665,13.55424871,8.221665177
05larv0321,14.97375656,11.78705324,2.1,5.628592852,38.0122415,46.992126,0.03,1.874531367,2.749312672,24.09732483,8.714392259
05larv0158,14.2097561,11.64634146,1.8,5.145121951,39.48542534,44.40809042,0.03,1.954878049,2.563414634,18.23319453,6.960142772
05larv0159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tci03nov21o,14.38591612,11.75881633,1.4,5.22972522,36.95447549,43.12077402,0.06,1.64399093,3.418367347,21.30992231,7.137586705
tci03oct27a,13.70932322,10.85712384,1.3,4.925134757,31.06141161,35.41461487,0.04,1.426626029,2.723558783,14.13329546,5.59276494
tci03oct30a,13.20603015,10.54120603,1.6,3.973869347,25.13067852,29.24168582,0.02,NA,NA,NA,NA
tci03oct30b,11.91441694,9.521675815,NA,4.328441806,22.98869931,29.01821351,0.09,NA,NA,NA,NA
tci03oct30d,14.39779694,11.37794866,1.6,5.241608646,29.61055031,44.54541213,0.04,NA,NA,NA,NA
tci03oct30e,11.2693889,8.971220333,1.7,4.39263689,19.22811564,25.54071757,0.06,NA,NA,NA,NA
tci03oct30f,13.89623706,10.91305239,1.7,5.035886394,28.81592646,37.8439005,0.04,NA,NA,NA,NA
tci03oct30g,13.50917163,10.19745297,1.3,4.65942283,26.52325055,33.75469264,0.05,NA,NA,NA,NA
05larv0115,16.62897274,13.27699083,2.1,5.599333413,48.99627003,54.32379969,0.06,1.785501726,3.73765028,30.09487494,9.053966614
05larv0116,16.31071429,12.48452381,2.1,5.833333333,48.69614512,58.09240363,0.06,1.908333333,3.222619048,25.48185941,8.914399093
05larv0137,16.00172712,12.83000247,2.1,5.540340489,50.60325472,54.49932485,0.05,1.732050333,3.291389094,29.12921189,9.100976337
05larv0138,16.8738574,13.3308958,2.2,6.380255941,51.21652238,59.35650331,0.06,1.953686776,4.068251066,29.00982257,12.15055548
05larv0139,16.18876512,12.96322913,2.6,6.015091628,46.53845094,54.57221559,0.06,1.824170559,2.914121452,25.59327881,8.679335024
05larv0164,18.09897481,14.55511961,2.6,6.456144792,63.53142349,67.68034903,0.07,2.025060119,4.303252753,34.96951525,13.56810784
05larv0165,16.75783133,13.16385542,2.3,6.386746988,57.27972129,57.16359414,0.07,2.172289157,4.103614458,28.52373349,9.275656844
05larv0166,16.76051188,13.06032907,2.5,5.506398537,50.60750921,56.95015858,0.06,1.74527727,3.227300427,32.8867113,10.35322393
05larv0167,17.32378719,13.20330823,2.2,5.699296383,50.46764782,58.58940395,0.06,1.867670658,3.613134181,28.73852168,10.54456893
05larv0168,16.67037037,12.81111111,2.5,5.927160494,54.70202713,58.13138241,0.06,1.855555556,3.834567901,37.37235178,10.54717269
05larv0169,16.03010116,11.82827535,1.9,5.759930915,44.59174025,52.73391807,0.05,1.854182087,3.456698742,23.90908666,11.06423043
05larv0170,17.11153939,13.37509034,2.5,6.147916165,59.12377492,60.45859389,0.07,1.930860034,4.457961937,34.50216853,11.28792562
05larv0171,16.00962117,12.86229705,2,5.894167168,46.05200593,53.34164506,0.04,1.683704149,4.096211666,25.42695554,9.979863095
05larv0172,16.87906529,13.98578656,2.2,6.264755481,52.68182251,58.54341885,0.06,1.806793544,4.095398699,28.06021612,9.517839594
05larv0173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0179,17.12257746,13.2884829,2.4,6.048635971,55.03899273,61.62172941,0.07,1.978768053,4.090852981,30.78038907,11.15408158
05larv0180,17.78148148,13.81358025,2.4,6.420987654,62.15515927,62.85627191,0.08,1.855555556,4.459259259,35.69577808,12.65051059
05larv0181,17.71639951,13.972873,2.6,6.659679408,67.44501088,66.88246232,0.08,2.099876695,4.848335388,32.91669264,13.19708509
05larv0182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05larv0237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tci03nov15c,16.52636387,12.02231793,2,6.187026886,52.39221232,53.86139164,0.14,1.645692159,3.983220394,27.22671992,8.013493824
tci03nov21n,17.17302084,13.72664435,1.7,6.789070094,55.45667753,58.15996091,0.11,2.14985686,4.180246642,27.64518301,12.09647247
tci03oct25l,16.08764455,13.72124163,1.9,6.587340231,46.38353975,61.31992121,0.09,NA,NA,NA,NA
tci03oct25m,17.89787234,13.46382979,2,6.519148936,56.23459585,61.53614003,0.13,NA,NA,NA,NA
tci03oct25n,17.22656487,13.7714355,2,6.25159062,61.7149299,59.86069147,0.07,NA,NA,NA,NA
