filename,image,fish_id,photo
01v12v01j27.jpg,01v12v01j27,01v12v01j27,NA
05larv0005.jpg,05larv0005,05larv0005,NA
05larv0006b.jpg,05larv0006b,05larv0006,NA
05larv0008.jpg,05larv0008,05larv0008,NA
05larv0009.jpg,05larv0009,05larv0009,NA
05larv0013.jpg,05larv0013,05larv0013,NA
05larv0014.jpg,05larv0014,05larv0014,NA
05larv0015.jpg,05larv0015,05larv0015,NA
05larv0018.jpg,05larv0018,05larv0018,NA
05larv0020.jpg,05larv0020,05larv0020,NA
05larv0022.jpg,05larv0022,05larv0022,NA
05larv0024.jpg,05larv0024,05larv0024,NA
05larv0025.jpg,05larv0025,05larv0025,NA
05larv0028.jpg,05larv0028,05larv0028,NA
05larv0029.jpg,05larv0029,05larv0029,NA
05larv0033.jpg,05larv0033,05larv0033,NA
05larv0040.jpg,05larv0040,05larv0040,NA
05larv0041.jpg,05larv0041,05larv0041,NA
05larv0042.jpg,05larv0042,05larv0042,NA
05larv0043.jpg,05larv0043,05larv0043,NA
05larv0045.jpg,05larv0045,05larv0045,NA
05larv0046.jpg,05larv0046,05larv0046,NA
05larv0047.jpg,05larv0047,05larv0047,NA
05larv0048.jpg,05larv0048,05larv0048,NA
05larv0050.jpg,05larv0050,05larv0050,NA
05larv0051b.jpg,05larv0051,05larv0051,NA
05larv0054.jpg,05larv0054,05larv0054,NA
05larv0057.jpg,05larv0057,05larv0057,NA
05larv0058.jpg,05larv0058,05larv0058,NA
05larv0061.jpg,05larv0061,05larv0061,NA
05larv0063.jpg,05larv0063,05larv0063,NA
05larv0064.jpg,05larv0064,05larv0064,NA
05larv0066.jpg,05larv0066,05larv0066,NA
05larv0069.jpg,05larv0069,05larv0069,NA
05larv0073.jpg,05larv0073,05larv0073,NA
05larv0074.jpg,05larv0074,05larv0074,NA
05larv0080.jpg,05larv0080,05larv0080,NA
05larv0081.jpg,05larv0081,05larv0081,NA
05larv0089.jpg,05larv0089,05larv0089,NA
05larv0093.jpg,05larv0093,05larv0093,NA
05larv0098.jpg,05larv0098,05larv0098,NA
05larv0101.jpg,05larv0101,05larv0101,NA
05larv0102.jpg,05larv0102,05larv0102,NA
05larv0104.jpg,05larv0104,05larv0104,NA
05larv0106.jpg,05larv0106,05larv0106,NA
05larv0110.jpg,05larv0110,05larv0110,NA
05larv0113.jpg,05larv0113,05larv0113,NA
05larv0115.jpg,05larv0115,05larv0115,NA
05larv0116.jpg,05larv0116,05larv0116,NA
05larv0117b.jpg,05larv0117,05larv0117,NA
05larv0118.jpg,05larv0118,05larv0118,NA
05larv0123.jpg,05larv0123,05larv0123,NA
05larv0129.jpg,05larv0129,05larv0129,NA
05larv0130.jpg,05larv0130,05larv0130,NA
05larv0137.jpg,05larv0137,05larv0137,NA
05larv0139.jpg,05larv0139,05larv0139,NA
05larv0140.jpg,05larv0140,05larv0140,NA
05larv0143.jpg,05larv0143,05larv0143,NA
05larv0144.jpg,05larv0144,05larv0144,NA
05larv0145.jpg,05larv0145,05larv0145,NA
05larv0146.jpg,05larv0146,05larv0146,NA
05larv0147.jpg,05larv0147,05larv0147,NA
05larv0157.jpg,05larv0157,05larv0157,NA
05larv0160.jpg,05larv0160,05larv0160,NA
05larv0161.jpg,05larv0161,05larv0161,NA
05larv0163.jpg,05larv0163,05larv0163,NA
05larv0164.jpg,05larv0164,05larv0164,NA
05larv0168.jpg,05larv0168,05larv0168,NA
05larv0172.jpg,05larv0172,05larv0172,NA
05larv0179.jpg,05larv0179,05larv0179,NA
05larv0190.jpg,05larv0190,05larv0190,NA
05larv0204.jpg,05larv0204,05larv0204,NA
05larv0208.jpg,05larv0208,05larv0208,NA
05larv0209.jpg,05larv0209,05larv0209,NA
05larv0212.jpg,05larv0212,05larv0212,NA
05larv0222.jpg,05larv0222,05larv0222,NA
05larv0223.jpg,05larv0223,05larv0223,NA
05larv0225.jpg,05larv0225,05larv0225,NA
05larv0226.jpg,05larv0226,05larv0226,NA
05larv0226b.jpg,05larv0226,05larv0226,NA
05larv0230.jpg,05larv0230,05larv0230,NA
05larv0231.jpg,05larv0231,05larv0231,NA
05larv0241.jpg,05larv0241,05larv0241,NA
05larv0242.jpg,05larv0242,05larv0242,NA
05larv0245.jpg,05larv0245,05larv0245,NA
05larv0246.jpg,05larv0246,05larv0246,NA
05larv0249.jpg,05larv0249,05larv0249,NA
05larv0252.jpg,05larv0252,05larv0252,NA
05larv0268.jpg,05larv0268,05larv0268,NA
05LARV0269.jpg,05larv0269,05larv0269,NA
05LARV0272.jpg,05larv0272,05larv0272,NA
05LARV0280.jpg,05larv0280,05larv0280,NA
05LARV0282.jpg,05larv0282,05larv0282,NA
05LARV0286.jpg,05larv0286,05larv0286,NA
05LARV0288b.jpg,05larv0288,05larv0288,NA
05LARV0289.jpg,05larv0289,05larv0289,NA
05LARV0291.jpg,05larv0291,05larv0291,NA
05LARV0294.jpg,05larv0294,05larv0294,NA
05LARV0298.jpg,05larv0298,05larv0298,NA
05LARV0301.jpg,05larv0301,05larv0301,NA
05LARV0302.jpg,05larv0302,05larv0302,NA
05LARV0305.jpg,05larv0305,05larv0305,NA
05LARV0307.jpg,05larv0307,05larv0307,NA
05LARV0308.jpg,05larv0308,05larv0308,NA
05LARV0313.jpg,05larv0313,05larv0313,NA
05LARV0316.jpg,05larv0316,05larv0316,NA
05LARV0317.jpg,05larv0317,05larv0317,NA
05LARV0318.jpg,05larv0318,05larv0318,NA
05LARV0319.jpg,05larv0319,05larv0319,NA
05LARV0320.jpg,05larv0320,05larv0320,NA
05LARV0321.jpg,05larv0321,05larv0321,NA
05LARV0324.jpg,05larv0324,05larv0324,NA
05LARV0326.jpg,05larv0326,05larv0326,NA
05LARV0335.jpg,05larv0335,05larv0335,NA
1.1.1.JPG,1.1.1,jml03/1.1.1,NA
1.1.4.JPG,1.1.4,jml03/1.1.4,NA
1.1.5.JPG,1.1.5,jml03/1.1.5,NA
10.12  crit 1 lane 5.JPG,10.12  crit 1 lane 5,10.12  crit 1 lane 5,NA
10v12v01j11.jpg,10v12v01j11,10/12/01j11,NA
10v12v01j21.jpg,10v12v01j21,10/12/01j21,NA
10v12v01j28.jpg,10v12v01j28,10/12/01j28,NA
10v12v01j33.jpg,10v12v01j33,10/12/01j33,NA
10v12v01j4.jpg,10v12v01j4,10v12v01j4,NA
10v12v01j6.jpg,10v12v01j6,10/12/01j6,NA
11.12.03 lane 2.JPG,11.12.03 lane 2,jml03/11.12.2,NA
11.12.03 lane 5.JPG,11.12.03 lane 5,jml03/11.12.5,NA
11.12.11.JPG,11.12.11,jml03/11.12.11,NA
11.12.12.JPG,11.12.12,jml03/11.12.12,NA
11.12.13.JPG,11.12.13,jml03/11.12.13,NA
11v11v01j25top1.jpg,11v11v01j25,11v11v01j25,NA
11v11v01j27top2.jpg,11v11v01j27,11v11v01j27,NA
11v12v01j38.jpg,11v12v01j38,11/12/01j38,NA
11v12v01j39.jpg,11v12v01j39,11/12/01j39,NA
11v12v01j46.jpg,11v12v01j46,11/12/01j46,NA
12.12.10.JPG,12.12.10,jml03/12.12.10,NA
12.12.20.JPG,12.12.20,jml03/12.12.20,NA
12.12.21.JPG,12.12.21,jml03/12.12.21,NA
12.12.7.JPG,12.12.7,jml03/12.12.7,NA
12.13.1.JPG,12.13.1,jml03/13.12.1,NA
12.13.3.JPG,12.13.3,jml03/13.12.3,NA
12.13.6.JPG,12.13.6,jml03/13.12.6,NA
12v11v01j21bot1.jpg,12v11v01j21,12/11/01j21,NA
12v12v01j10.jpg,12v12v01j10,12/12/01j10,NA
12v12v01j12.jpg,12v12v01j12,12/12/01j12,NA
12v12v01j14.jpg,12v12v01j14,12/12/01j14,NA
12v12v01j15.jpg,12v12v01j15,12/12/01j15,NA
12v12v01j16.jpg,12v12v01j16,12/12/01j16,NA
12v12v01j18.jpg,12v12v01j18,12/12/01j18,NA
12v12v01j19.jpg,12v12v01j19,12/12/01j19,NA
12v12v01j20.jpg,12v12v01j20,12/12/01j20,NA
12v12v01j29.jpg,12v12v01j29,12/12/01j29,NA
12v12v01j3.jpg,12v12v01j3,12/12/01j3,NA
12v12v01j30.jpg,12v12v01j30,12/12/01j30,NA
12v12v01j31.jpg,12v12v01j31,12/12/01j31,NA
12v12v01j32.jpg,12v12v01j32,12v12v01j32,NA
12v12v01j37.jpg,12v12v01j37,12/12/01j37,NA
12v12v01j39.jpg,12v12v01j39,12/12/01j39,NA
12v12v01j40.jpg,12v12v01j40,12/12/01j40,NA
12v12v01j41.jpg,12v12v01j41,12/12/01j41,NA
12v12v01j9.jpg,12v12v01j9,12/12/01j9,NA
13.12.10.JPG,13.12.10,jml03/13.12.10,NA
13.12.11.JPG,13.12.11,jml03/13.12.11,NA
13v12v01mid1j14.jpg,13v12v01j14,13/12/01j14,NA
14.12.10.JPG,14.12.10,jml03/14.12.10,NA
14.12.12.JPG,14.12.12,jml03/14.12.12,NA
14.12.13.JPG,14.12.13,jml03/14.12.13,NA
14.12.15.JPG,14.12.15,jml03/14.12.15,NA
14.12.2.JPG,14.12.2,jml03/14.12.2,NA
