species_id,species_note,taxa,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation
Carign,Caranx ignobilis,Caranx ignobilis,218414,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218414,Caranx ignobilis,"(Forsskål, 1775)",accepted,NA,220,Species,218414,Caranx ignobilis,"(Forsskål, 1775)",125936,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Caranx,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Caranx ignobilis (Forsskål, 1775). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218414 on 2021-11-12"
Chan,Chanos chanos,Chanos chanos,217625,http://www.marinespecies.org/aphia.php?p=taxdetails&id=217625,Chanos chanos,"(Forsskål, 1775)",accepted,NA,220,Species,217625,Chanos chanos,"(Forsskål, 1775)",206005,Animalia,Chordata,Actinopteri,Gonorynchiformes,Chanidae,Chanos,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chanos chanos (Forsskål, 1775). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=217625 on 2021-11-12"
Epicoi,Epinephelus coioides,Epinephelus coioides,218200,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218200,Epinephelus coioides,"(Hamilton, 1822)",accepted,NA,220,Species,218200,Epinephelus coioides,"(Hamilton, 1822)",126068,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Epinephelus coioides (Hamilton, 1822). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218200 on 2021-11-12"
Epifus,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,218218,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218218,Epinephelus fuscoguttatus,"(Forsskål, 1775)",accepted,NA,220,Species,218218,Epinephelus fuscoguttatus,"(Forsskål, 1775)",126068,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Epinephelus fuscoguttatus (Forsskål, 1775). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218218 on 2021-11-12"
Epimal,Epinephelus malabaricus,Epinephelus malabaricus,218206,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218206,Epinephelus malabaricus,"(Bloch & Schneider, 1801)",accepted,NA,220,Species,218206,Epinephelus malabaricus,"(Bloch & Schneider, 1801)",126068,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Epinephelus malabaricus (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218206 on 2021-11-12"
Leiog,Leiognathus equulus,Leiognathus equulus,218459,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218459,Leiognathus equulus,"(Forsskål, 1775)",unaccepted,Specific epithet 'equula' a noun in apposition: no gender agreement,220,Species,303762,Leiognathus equula,"(Forsskål, 1775)",126026,Animalia,Chordata,Actinopteri,Acanthuriformes,Leiognathidae,Leiognathus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Leiognathus equulus (Forsskål, 1775). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218459 on 2021-11-12"
Lutjmal,Lutjanus malabaricus,Lutjanus malabaricus,218481,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218481,Lutjanus malabaricus,"(Bloch & Schneider, 1801)",accepted,NA,220,Species,218481,Lutjanus malabaricus,"(Bloch & Schneider, 1801)",159791,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Lutjanus malabaricus (Bloch & Schneider, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218481 on 2021-11-12"
HaemPtri,Parapristipoma trilineatum,Parapristipoma trilineatum,273480,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273480,Parapristipoma trilineatum,"(Thunberg, 1793)",accepted,NA,220,Species,273480,Parapristipoma trilineatum,"(Thunberg, 1793)",126009,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Parapristipoma,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Parapristipoma trilineatum (Thunberg, 1793). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273480 on 2021-11-12"
Rachy,Rachycentron canadum,Rachycentron canadum,127006,http://www.marinespecies.org/aphia.php?p=taxdetails&id=127006,Rachycentron canadum,"(Linnaeus, 1766)",accepted,NA,220,Species,127006,Rachycentron canadum,"(Linnaeus, 1766)",126050,Animalia,Chordata,Actinopteri,Carangiformes,Rachycentridae,Rachycentron,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Rachycentron canadum (Linnaeus, 1766). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=127006 on 2021-11-12"
Eleut,Eleutheronema tetradactylum,Eleutheronema tetradactylum,280639,http://www.marinespecies.org/aphia.php?p=taxdetails&id=280639,Eleutheronema tetradactylum,"(Shaw, 1804)",accepted,NA,220,Species,280639,Eleutheronema tetradactylum,"(Shaw, 1804)",269056,Animalia,Chordata,Actinopteri,Carangaria incertae sedis,Polynemidae,Eleutheronema,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Eleutheronema tetradactylum (Shaw, 1804). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=280639 on 2021-11-12"
Plat,Platax teira,Platax teira,218710,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218710,Platax teira,"(Forsskål, 1775)",accepted,NA,220,Species,218710,Platax teira,"(Forsskål, 1775)",203909,Animalia,Chordata,Actinopteri,Acanthuriformes,Ephippidae,Platax,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Platax teira (Forsskål, 1775). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218710 on 2021-11-12"
HaemPkak,Pomadasys kaakan,Pomadasys kaakan,218566,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218566,Pomadasys kaakan,"(Cuvier, 1830)",accepted,NA,220,Species,218566,Pomadasys kaakan,"(Cuvier, 1830)",126011,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Pomadasys,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomadasys kaakan (Cuvier, 1830). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218566 on 2021-11-12"
CarTrac,Trachinotus blochii,Trachinotus blochii,151169,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151169,Trachinotus blochii,"(Lacepède, 1801)",accepted,NA,220,Species,151169,Trachinotus blochii,"(Lacepède, 1801)",125945,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,Trachinotus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Trachinotus blochii (Lacepède, 1801). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151169 on 2021-11-12"
