species_id,species_note,taxa,AphiaID,url,scientificname,authority,status,unacceptreason,taxonRankID,rank,valid_AphiaID,valid_name,valid_authority,parentNameUsageID,kingdom,phylum,class,order,family,genus,citation
peLIn,sp.,Neopomacentrus,206462,http://www.marinespecies.org/aphia.php?p=taxdetails&id=206462,Neopomacentrus,"Allen, 1975",accepted,NA,180,Genus,206462,Neopomacentrus,"Allen, 1975",125553,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Neopomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Neopomacentrus Allen, 1975. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=206462 on 2021-11-12"
pepade,adelus,Pomacentrus adelus,277127,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277127,Pomacentrus adelus,"Allen, 1991",accepted,NA,220,Species,277127,Pomacentrus adelus,"Allen, 1991",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus adelus Allen, 1991. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277127 on 2021-11-12"
pepamb,amboinensis,Pomacentrus amboinensis,277132,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277132,Pomacentrus amboinensis,"Bleeker, 1868",accepted,NA,220,Species,277132,Pomacentrus amboinensis,"Bleeker, 1868",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus amboinensis Bleeker, 1868. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277132 on 2021-11-12"
peLIl,bankanensis,Pomacentrus bankanensis,212966,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212966,Pomacentrus bankanensis,"Bleeker, 1854",accepted,NA,220,Species,212966,Pomacentrus bankanensis,"Bleeker, 1854",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus bankanensis Bleeker, 1854. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212966 on 2021-11-12"
pepbrach,brachialis,Pomacentrus brachialis,212977,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212977,Pomacentrus brachialis,"Cuvier, 1830",accepted,NA,220,Species,212977,Pomacentrus brachialis,"Cuvier, 1830",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus brachialis Cuvier, 1830. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212977 on 2021-11-12"
peLIk,brachialis,Pomacentrus brachialis,212977,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212977,Pomacentrus brachialis,"Cuvier, 1830",accepted,NA,220,Species,212977,Pomacentrus brachialis,"Cuvier, 1830",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus brachialis Cuvier, 1830. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212977 on 2021-11-12"
pepchr,chrysurus,Pomacentrus chrysurus,212971,http://www.marinespecies.org/aphia.php?p=taxdetails&id=212971,Pomacentrus chrysurus,"Cuvier, 1830",accepted,NA,220,Species,212971,Pomacentrus chrysurus,"Cuvier, 1830",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus chrysurus Cuvier, 1830. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=212971 on 2021-11-12"
pepcoe,coelestis,Pomacentrus coelestis,277145,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277145,Pomacentrus coelestis,"Jordan & Starks, 1901",accepted,NA,220,Species,277145,Pomacentrus coelestis,"Jordan & Starks, 1901",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus coelestis Jordan & Starks, 1901. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277145 on 2021-11-12"
peplep,lepidogenys,Pomacentrus lepidogenys,277155,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277155,Pomacentrus lepidogenys,"Fowler & Bean, 1928",accepted,NA,220,Species,277155,Pomacentrus lepidogenys,"Fowler & Bean, 1928",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus lepidogenys Fowler & Bean, 1928. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277155 on 2021-11-12"
pepmol,moluccensis,Pomacentrus moluccensis,277159,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277159,Pomacentrus moluccensis,"Bleeker, 1853",accepted,NA,220,Species,277159,Pomacentrus moluccensis,"Bleeker, 1853",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus moluccensis Bleeker, 1853. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277159 on 2021-11-12"
pepnag,nagasakiensis,Pomacentrus nagasakiensis,277160,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277160,Pomacentrus nagasakiensis,"Tanaka, 1917",accepted,NA,220,Species,277160,Pomacentrus nagasakiensis,"Tanaka, 1917",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus nagasakiensis Tanaka, 1917. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277160 on 2021-11-12"
pepwar,wardi,Pomacentrus wardi,277177,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277177,Pomacentrus wardi,"Whitley, 1927",accepted,NA,220,Species,277177,Pomacentrus wardi,"Whitley, 1927",204256,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pomacentrus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentrus wardi Whitley, 1927. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277177 on 2021-11-12"
pepobt,obtusirostris,Pristotis obtusirostris,277180,http://www.marinespecies.org/aphia.php?p=taxdetails&id=277180,Pristotis obtusirostris,"(Günther, 1862)",accepted,NA,220,Species,277180,Pristotis obtusirostris,"(Günther, 1862)",204261,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Pristotis,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pristotis obtusirostris (Günther, 1862). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=277180 on 2021-11-12"
pesdie,diencaeus,Stegastes diencaeus,276666,http://www.marinespecies.org/aphia.php?p=taxdetails&id=276666,Stegastes diencaeus,"(Jordan & Rutter, 1897)",accepted,NA,220,Species,276666,Stegastes diencaeus,"(Jordan & Rutter, 1897)",203822,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Stegastes diencaeus (Jordan & Rutter, 1897). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=276666 on 2021-11-12"
pesdor,dorsopunicans,Stegastes dorsopunicans,309753,http://www.marinespecies.org/aphia.php?p=taxdetails&id=309753,Stegastes dorsopunicans,"(Poey, 1868)",unaccepted,NA,220,Species,276659,Stegastes adustus,"(Troschel, 1865)",203822,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Stegastes dorsopunicans (Poey, 1868). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=309753 on 2021-11-12"
pesleu,leucostictus,Stegastes leucostictus,159291,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159291,Stegastes leucostictus,"(Müller & Troschel, 1848)",accepted,NA,220,Species,159291,Stegastes leucostictus,"(Müller & Troschel, 1848)",203822,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Stegastes leucostictus (Müller & Troschel, 1848). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159291 on 2021-11-12"
pespar,partitus,Stegastes partitus,276677,http://www.marinespecies.org/aphia.php?p=taxdetails&id=276677,Stegastes partitus,"(Poey, 1868)",accepted,NA,220,Species,276677,Stegastes partitus,"(Poey, 1868)",203822,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Stegastes partitus (Poey, 1868). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=276677 on 2021-11-12"
pespla,planifrons,Stegastes planifrons,276679,http://www.marinespecies.org/aphia.php?p=taxdetails&id=276679,Stegastes planifrons,"(Cuvier, 1830)",accepted,NA,220,Species,276679,Stegastes planifrons,"(Cuvier, 1830)",203822,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Stegastes planifrons (Cuvier, 1830). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=276679 on 2021-11-12"
peLIee,sp. A,Pomacentridae,125553,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125553,Pomacentridae,"Bonaparte, 1831",accepted,NA,140,Family,125553,Pomacentridae,"Bonaparte, 1831",1517546,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentridae Bonaparte, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125553 on 2021-11-12"
peLIz,sp. B,Pomacentridae,125553,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125553,Pomacentridae,"Bonaparte, 1831",accepted,NA,140,Family,125553,Pomacentridae,"Bonaparte, 1831",1517546,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pomacentridae Bonaparte, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125553 on 2021-11-12"
psLIa,sp. A,Pseudochromidae,151438,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151438,Pseudochromidae,"Müller & Troschel, 1849",accepted,NA,140,Family,151438,Pseudochromidae,"Müller & Troschel, 1849",1517546,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pseudochromidae Müller & Troschel, 1849. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151438 on 2021-11-12"
psLIb,sp. B,Pseudochromidae,151438,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151438,Pseudochromidae,"Müller & Troschel, 1849",accepted,NA,140,Family,151438,Pseudochromidae,"Müller & Troschel, 1849",1517546,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pseudochromidae Müller & Troschel, 1849. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151438 on 2021-11-12"
psLIc,sp. C,Pseudochromidae,151438,http://www.marinespecies.org/aphia.php?p=taxdetails&id=151438,Pseudochromidae,"Müller & Troschel, 1849",accepted,NA,140,Family,151438,Pseudochromidae,"Müller & Troschel, 1849",1517546,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pseudochromidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Pseudochromidae Müller & Troschel, 1849. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=151438 on 2021-11-12"
scscar,caribbaeus,Scorpaenodes caribbaeus,274743,http://www.marinespecies.org/aphia.php?p=taxdetails&id=274743,Scorpaenodes caribbaeus,"Meek & Hildebrand, 1928",accepted,NA,220,Species,274743,Scorpaenodes caribbaeus,"Meek & Hildebrand, 1928",126172,Animalia,Chordata,Actinopteri,Perciformes,Scorpaenidae,Scorpaenodes,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Scorpaenodes caribbaeus Meek & Hildebrand, 1928. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=274743 on 2021-11-12"
seemys,mystacinus,Epinephelus mystacinus,273861,http://www.marinespecies.org/aphia.php?p=taxdetails&id=273861,Epinephelus mystacinus,"(Poey, 1852)",unaccepted,NA,220,Species,475099,Hyporthodus mystacinus,"(Poey, 1852)",126068,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Epinephelus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Epinephelus mystacinus (Poey, 1852). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=273861 on 2021-11-12"
sepleo,leopardus,Plectropomus leopardus,218261,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218261,Plectropomus leopardus,"(Lacepède, 1802)",accepted,NA,220,Species,218261,Plectropomus leopardus,"(Lacepède, 1802)",205015,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Plectropomus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Plectropomus leopardus (Lacepède, 1802). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218261 on 2021-11-12"
siLI6,spp.,Siganus,126071,http://www.marinespecies.org/aphia.php?p=taxdetails&id=126071,Siganus,"Forsskål, 1775",accepted,NA,180,Genus,126071,Siganus,"Forsskål, 1775",125562,Animalia,Chordata,Actinopteri,Acanthuriformes,Siganidae,Siganus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Siganus Forsskål, 1775. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=126071 on 2021-11-12"
spsbar,barracuda,Sphyraena barracuda,345843,http://www.marinespecies.org/aphia.php?p=taxdetails&id=345843,Sphyraena barracuda,"(Edwards, 1771)",accepted,NA,220,Species,345843,Sphyraena barracuda,"(Edwards, 1771)",126084,Animalia,Chordata,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Sphyraena barracuda (Edwards, 1771). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=345843 on 2021-11-12"
spJEFFb,sp.,Sphyraena,126084,http://www.marinespecies.org/aphia.php?p=taxdetails&id=126084,Sphyraena,"Artedi, 1793",accepted,NA,180,Genus,126084,Sphyraena,"Artedi, 1793",125565,Animalia,Chordata,Actinopteri,Carangaria incertae sedis,Sphyraenidae,Sphyraena,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Sphyraena Artedi, 1793. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=126084 on 2021-11-12"
sycel,elucens,Cosmocampus elucens,278059,http://www.marinespecies.org/aphia.php?p=taxdetails&id=278059,Cosmocampus elucens,"(Poey, 1868)",accepted,NA,220,Species,278059,Cosmocampus elucens,"(Poey, 1868)",205330,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,Cosmocampus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Cosmocampus elucens (Poey, 1868). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=278059 on 2021-11-12"
syHunkown,NA,Syngnathidae,125606,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125606,Syngnathidae,"Bonaparte, 1831",accepted,NA,140,Family,125606,Syngnathidae,"Bonaparte, 1831",10327,Animalia,Chordata,Actinopteri,Syngnathiformes,Syngnathidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Syngnathidae Bonaparte, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125606 on 2021-11-12"
trLIa,theraps,Terapon theraps,218349,http://www.marinespecies.org/aphia.php?p=taxdetails&id=218349,Terapon theraps,"Cuvier, 1829",accepted,NA,220,Species,218349,Terapon theraps,"Cuvier, 1829",126092,Animalia,Chordata,Actinopteri,Centrarchiformes,Terapontidae,Terapon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Terapon theraps Cuvier, 1829. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=218349 on 2021-11-12"
tecben,bennetti,Canthigaster bennetti,219938,http://www.marinespecies.org/aphia.php?p=taxdetails&id=219938,Canthigaster bennetti,"(Bleeker, 1854)",accepted,NA,220,Species,219938,Canthigaster bennetti,"(Bleeker, 1854)",126238,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Canthigaster bennetti (Bleeker, 1854). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=219938 on 2021-11-12"
tecros,rostrata,Canthigaster rostrata,127411,http://www.marinespecies.org/aphia.php?p=taxdetails&id=127411,Canthigaster rostrata,"(Bloch, 1786)",accepted,NA,220,Species,127411,Canthigaster rostrata,"(Bloch, 1786)",126238,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Canthigaster,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Canthigaster rostrata (Bloch, 1786). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=127411 on 2021-11-12"
testes,testudineus,Sphoeroides testudineus,158936,http://www.marinespecies.org/aphia.php?p=taxdetails&id=158936,Sphoeroides testudineus,"(Linnaeus, 1758)",accepted,NA,220,Species,158936,Sphoeroides testudineus,"(Linnaeus, 1758)",126241,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Sphoeroides testudineus (Linnaeus, 1758). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=158936 on 2021-11-12"
teHunknown,NA,Tetraodontidae,125612,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125612,Tetraodontidae,"Bonaparte, 1831",accepted,NA,140,Family,125612,Tetraodontidae,"Bonaparte, 1831",10332,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Tetraodontidae Bonaparte, 1831. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125612 on 2021-11-12"
Antennariidae Sp1,Sp1,Antennariidae,125484,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125484,Antennariidae,"Jarocki, 1822",accepted,NA,140,Family,125484,Antennariidae,"Jarocki, 1822",10316,Animalia,Chordata,Actinopteri,Lophiiformes,Antennariidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Antennariidae Jarocki, 1822. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125484 on 2021-11-12"
Antennariidae Sp2,Sp2,Antennariidae,125484,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125484,Antennariidae,"Jarocki, 1822",accepted,NA,140,Family,125484,Antennariidae,"Jarocki, 1822",10316,Animalia,Chordata,Actinopteri,Lophiiformes,Antennariidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Antennariidae Jarocki, 1822. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125484 on 2021-11-12"
Apogon NA,NA,Apogon,125913,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125913,Apogon,"Lacepède, 1801",accepted,NA,180,Genus,125913,Apogon,"Lacepède, 1801",267079,Animalia,Chordata,Actinopteri,Kurtiformes,Apogonidae,Apogon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Apogon Lacepède, 1801. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125913 on 2021-11-12"
Balistidae Sp1,Sp1,Balistidae,125607,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125607,Balistidae,"Rafinesque, 1810",accepted,NA,140,Family,125607,Balistidae,"Rafinesque, 1810",10332,Animalia,Chordata,Actinopteri,Tetraodontiformes,Balistidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Balistidae Rafinesque, 1810. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125607 on 2021-11-12"
Carangidae Sp1,Sp1,Carangidae,125523,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523,Carangidae,"Rafinesque, 1815",accepted,NA,140,Family,125523,Carangidae,"Rafinesque, 1815",1517532,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Carangidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523 on 2021-11-12"
Carangidae Sp2,Sp2,Carangidae,125523,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523,Carangidae,"Rafinesque, 1815",accepted,NA,140,Family,125523,Carangidae,"Rafinesque, 1815",1517532,Animalia,Chordata,Actinopteri,Carangiformes,Carangidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Carangidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125523 on 2021-11-12"
Chaetodon striatus striatus,striatus,Chaetodon striatus,159663,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159663,Chaetodon striatus,"Linnaeus, 1758",accepted,NA,220,Species,159663,Chaetodon striatus,"Linnaeus, 1758",125954,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Chaetodon striatus Linnaeus, 1758. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159663 on 2021-11-12"
Thalassoma bifasciatum bifasciatum,bifasciatum,Thalassoma bifasciatum,159786,http://www.marinespecies.org/aphia.php?p=taxdetails&id=159786,Thalassoma bifasciatum,"(Bloch, 1791)",accepted,NA,220,Species,159786,Thalassoma bifasciatum,"(Bloch, 1791)",126024,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Thalassoma,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Thalassoma bifasciatum (Bloch, 1791). Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=159786 on 2021-11-12"
Doratonotus megalepis megalepis,megalepis,Doratonotus megalepis,280576,http://www.marinespecies.org/aphia.php?p=taxdetails&id=280576,Doratonotus megalepis,"Günther, 1862",accepted,NA,220,Species,280576,Doratonotus megalepis,"Günther, 1862",269019,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Doratonotus,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Doratonotus megalepis Günther, 1862. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=280576 on 2021-11-12"
Xyrichtys SpA,SpA,Xyrichtys,126025,http://www.marinespecies.org/aphia.php?p=taxdetails&id=126025,Xyrichtys,"Cuvier, 1814",accepted,NA,180,Genus,126025,Xyrichtys,"Cuvier, 1814",125541,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Xyrichtys,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Xyrichtys Cuvier, 1814. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=126025 on 2021-11-12"
Labridae SpA,SpA,Labridae,125541,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125541,Labridae,"Cuvier, 1816",accepted,NA,140,Family,125541,Labridae,"Cuvier, 1816",1517577,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Labridae Cuvier, 1816. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125541 on 2021-11-12"
Labridae NA,NA,Labridae,125541,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125541,Labridae,"Cuvier, 1816",accepted,NA,140,Family,125541,Labridae,"Cuvier, 1816",1517577,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Labridae Cuvier, 1816. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125541 on 2021-11-12"
leptocephali NA,NA,leptocephali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
? Sp7,Sp7,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scaridae Sp1,Sp1,Scaridae,125557,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125557,Scaridae,"Rafinesque, 1810",accepted,NA,140,Family,125557,Scaridae,"Rafinesque, 1810",1517577,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Scaridae Rafinesque, 1810. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125557 on 2021-11-12"
Scorpaenidae Sp1,Sp1,Scorpaenidae,125595,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125595,Scorpaenidae,"Risso, 1827",accepted,NA,140,Family,125595,Scorpaenidae,"Risso, 1827",11014,Animalia,Chordata,Actinopteri,Perciformes,Scorpaenidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Scorpaenidae Risso, 1827. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125595 on 2021-11-12"
Serranidae Sp1,Sp1,Serranidae,125561,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125561,Serranidae,"Swainson, 1839",accepted,NA,140,Family,125561,Serranidae,"Swainson, 1839",11014,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Serranidae Swainson, 1839. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125561 on 2021-11-12"
Serranidae Sp2,Sp2,Serranidae,125561,http://www.marinespecies.org/aphia.php?p=taxdetails&id=125561,Serranidae,"Swainson, 1839",accepted,NA,140,Family,125561,Serranidae,"Swainson, 1839",11014,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,NA,"Froese, R. and D. Pauly. Editors. (2021). FishBase. Serranidae Swainson, 1839. Accessed through: World Register of Marine Species at: http://www.marinespecies.org/aphia.php?p=taxdetails&id=125561 on 2021-11-12"
